,iter0,iter1,iter2,iter3,iter4,iter5
66,148710,483699,445085,220434,675703,541018
67,631945,237233,636262,343600,180477,329292
68,68819,650807,207522,535104,721838,450090
69,152765,523994,191396,572826,337969,151268
70,407731,385428,689191,166456,615555,577226
71,643260,262130,685910,646949,239845,112010
72,156785,170462,21311,463355,14791,334105
73,300034,428355,126680,51455,577682,673710
74,404542,302486,628595,181054,48901,498273
75,715374,194838,707834,517875,233572,706418
76,322906,543211,472038,246904,185158,303455
77,493442,704379,196993,37477,34493,100285
78,69264,221865,652882,465664,77521,119711
79,604944,360447,382428,413359,443295,451244
80,630108,559208,537648,395180,85666,223570
81,161886,648159,627359,435754,105182,464974
82,244543,477720,487058,357205,349891,430333
83,347916,401354,334352,482195,209294,59535
84,554952,712983,242205,360238,349808,409714
85,597630,142582,185817,364665,462939,479024
86,603445,671704,555716,680537,358375,455757
87,603914,111720,431585,385120,443647,121458
88,295608,91157,494753,5457,365860,650396
89,542294,343305,368024,327640,254671,305939
90,180579,592634,339272,133116,703858,711720
91,16481,638012,74669,630382,331572,300290
92,658054,281573,199467,673948,588912,425599
93,107129,78748,402594,63908,409503,522478
94,596223,636244,155627,379764,437525,113100
95,345809,614732,284677,29035,595107,249290
96,548077,284058,557141,34848,486795,295183
97,300795,288192,653665,107107,598464,240616
98,140669,399099,586069,193227,165870,394312
99,344295,562973,329210,658832,62374,470673
100,144651,494640,442283,173279,66056,122985
101,550820,2071,625591,30221,698996,369229
102,261649,696883,120667,106060,608788,369448
103,526856,345138,313153,359089,290155,81129
104,621628,120895,622474,677893,192252,483817
105,25515,338262,97876,414279,272115,88282
106,215640,192312,265227,700603,442934,176739
107,296772,600990,53860,358949,640056,538349
108,84702,447380,19547,542045,176095,341798
109,556151,150075,59863,652537,574222,228896
110,286797,340791,281288,260787,533743,10557
111,704592,12306,440643,437356,633700,355050
112,573997,233189,453792,96637,40932,596739
113,688718,62825,40775,224036,283943,201681
114,529200,720420,680870,8212,550385,622081
115,262116,444898,333626,224561,446433,356373
116,60031,676046,7880,179855,551198,525666
117,689528,601158,177412,354920,517135,245381
118,580516,206686,79415,267891,227975,214196
119,633029,431875,722118,697657,10918,630635
120,329390,492793,173259,61333,263983,554675
121,600188,381288,312064,212413,550786,474123
122,653274,367577,531495,358442,463451,215511
123,189894,253780,260191,94501,722272,454863
124,509265,441965,349374,311689,150423,555641
125,332937,624467,414186,244830,228648,286613
126,602136,455531,43040,383936,635201,580014
127,501056,671542,217116,439434,46330,301543
128,328059,514917,142990,147406,418104,120405
129,187321,483847,650478,415200,233460,252474
130,166667,79485,227891,542285,678876,623551
131,607034,407376,637111,118524,501810,324283
132,247961,675943,567710,562553,643626,358980
133,12843,576174,602628,244318,671059,356713
134,141883,598263,304835,483296,80764,77507
135,452961,593547,656017,156550,134007,700565
136,401952,258254,364829,372282,173958,362245
137,122168,368915,634616,656989,438751,283344
138,511348,213429,639788,532452,714793,147651
139,703995,670654,585211,14866,697391,261872
140,569403,136313,99855,352005,635705,166213
141,443518,415143,103736,591028,557322,1197
142,591365,653351,387542,672882,426347,85825
143,11314,607219,511703,298748,64315,662269
144,288674,162054,711773,211093,545098,215071
145,324462,160121,684470,556898,439675,425917
146,561903,514477,209436,85753,142795,92885
147,378378,39574,532693,632772,634000,227220
148,618854,329500,298947,674698,254626,188652
149,3358,676604,287831,607216,580330,400155
150,28423,264159,35208,82093,487249,398637
151,633544,292498,172406,323065,27518,357772
152,123467,1835,710636,125941,420834,704000
153,472751,84194,709082,298354,105689,596710
154,207114,26482,631711,247203,280305,639597
155,36659,485092,354592,464939,478774,42215
156,336867,532894,106858,527020,552645,361352
157,144656,264057,489727,340543,472890,240700
158,293997,117648,251571,644153,30111,122127
159,618016,208478,294758,505621,168430,130025
160,306023,382359,579918,199090,197710,162091
161,170778,100582,71811,389819,294642,683589
162,451549,452667,670027,518250,306283,388926
163,465835,525656,549500,63944,660337,169563
164,78800,455521,277030,14565,127206,305639
165,554618,548869,447861,157008,142862,66818
166,480385,132657,562488,145949,567829,144334
167,470817,541278,303725,456217,545893,87068
168,452303,561044,537205,596351,334104,303691
169,259212,365907,358467,211183,194696,28325
170,396602,434229,301265,470271,591857,669098
171,360214,9165,450853,152102,626574,157798
172,234158,370740,66047,14360,591442,4223
173,339716,50122,275213,282992,111874,434645
174,113897,32319,169332,648825,649283,134683
175,216085,673420,312451,198481,229024,688571
176,250334,600433,195999,283491,580883,684170
177,257070,114610,161690,594468,513885,114092
178,352042,158,329581,88736,639269,676146
179,303195,228954,332631,411035,514575,645531
180,432215,266428,41081,12775,687578,685512
181,60390,121304,436189,343485,678383,37893
182,39434,210183,525318,86489,179423,175880
183,536678,121036,465944,309874,345843,53707
184,551393,158903,640334,519931,365747,338428
185,191723,129796,403060,131328,292461,592119
186,521952,169391,305382,281889,612054,559393
187,427851,515872,695526,147778,325726,15179
188,84129,495720,219977,166856,501422,65508
189,299748,707623,119589,597553,495565,152435
190,515694,498541,115505,236195,102517,266832
191,403340,683954,447326,139477,500066,658605
192,47477,289855,471908,283523,183098,363639
193,422535,649937,136416,672694,122146,530067
194,548381,490321,609807,680974,435675,143729
195,518757,253948,550577,709744,477192,264353
196,255447,245734,618149,421350,695794,628010
197,340789,284188,423558,320471,147324,363709
198,156901,299668,644171,294173,484892,427116
199,132043,71807,522411,417751,17451,248140
200,287629,513914,575982,51825,110011,468179
201,305741,614509,511302,192700,100351,522207
202,524018,642796,5622,31863,501658,370258
203,162560,596609,244669,526964,665508,342036
204,247968,419930,641652,383009,467597,546516
205,485816,608495,563797,263091,315896,5795
206,329067,679821,435869,85567,210618,124120
207,498239,533931,441554,909,386048,200797
208,101494,382241,472148,181028,81325,318048
209,711501,593304,103531,718717,647310,99152
210,722910,310517,276954,435145,682347,150309
211,405647,90111,220874,149749,416304,282478
212,318770,424576,535247,389564,84366,528055
213,319134,716889,523507,434620,409356,362148
214,503612,397937,640378,406682,323080,644715
215,120355,72940,557801,286757,592193,84031
216,476191,381554,198379,374628,710704,262551
217,215364,202753,323414,336897,448144,704397
218,312445,617825,133161,533867,73892,313847
219,513069,124945,448136,353145,372533,576526
220,352138,631797,76298,486719,704088,476929
221,59217,428477,367126,97670,409725,513886
222,672336,643327,162822,14345,316613,699962
223,697229,154553,96866,439945,489016,86819
224,105139,433372,240232,399454,286258,442072
225,73857,560662,478489,23543,623330,229427
226,577123,37898,579871,213065,452182,245879
227,712191,588595,458097,666038,122066,619836
228,325193,4990,490181,72245,375442,285607
229,691544,532517,563147,679003,68990,135521
230,633552,678717,342719,136999,697276,53639
231,462607,251258,403449,401226,40178,480085
232,168986,458127,694320,647904,21380,16787
233,267877,582266,485331,628774,572228,77098
234,416466,440045,26570,596806,670381,550805
235,469492,450637,437664,529378,521924,57217
236,340849,144150,428899,667339,67293,646915
237,717565,644045,704661,275425,519443,79546
238,17873,642836,533292,310420,658642,703380
239,207762,55165,338063,433427,148548,330083
240,11407,1897,185486,488506,419028,245616
241,62854,451228,431548,406961,196048,136045
242,639511,520524,58143,689994,267460,113141
243,301676,495214,470999,452924,610659,114550
244,558793,208103,92404,214053,196432,394490
245,173683,339669,323996,214702,660528,563080
246,570005,693068,47421,211381,136612,84771
247,434637,27859,286981,505773,532612,345157
248,667779,638699,175726,173257,123394,616691
249,551205,251720,462870,498679,586589,638394
250,217360,353465,41017,255106,543725,616562
251,666748,421469,215156,367634,589728,712470
252,268770,252964,578553,294205,296118,152199
253,2903,24550,555646,82282,468633,326469
254,561962,681052,158004,662045,233562,601171
255,586644,87457,650802,1129,498882,30810
256,259933,40199,571116,49396,538306,190163
257,294005,701296,457973,540003,251033,234981
258,285100,601711,694419,100129,254473,105453
259,3747,25906,666622,217628,322800,216044
260,674891,143873,227808,606700,243272,27863
261,101170,401900,720835,210531,359805,551283
262,208484,261929,310768,703613,127035,488075
263,26231,458963,551831,500036,580797,400108
264,21773,490294,634757,191349,127925,630937
265,526690,492691,567860,612275,496112,54662
266,622685,671856,557860,68768,155507,7268
267,429315,384243,88922,276193,182012,671244
268,676379,27586,594510,587142,359180,500733
269,716507,27289,132480,584120,529282,413300
270,325243,118841,122799,716504,393481,439866
271,669036,696403,214437,431300,323282,707141
272,277729,328760,499568,631290,296547,365336
273,76612,287077,107858,334318,38482,399719
274,360965,113517,329961,216123,341969,94479
275,111587,33876,288189,660004,522210,259317
276,535072,297045,592162,189108,212084,63607
277,91838,68933,234915,671499,187762,182347
278,229093,148135,347394,525340,249825,59103
279,682744,715518,437862,535326,115272,31190
280,84199,665705,409385,547912,589749,421305
281,141369,601959,379223,520272,338572,169657
282,133240,718128,691439,198740,449957,564478
283,613726,229600,58062,292958,715648,372806
284,231245,595802,656491,571525,588219,459862
285,367969,690090,450783,429477,254634,564706
286,109257,686131,705750,525218,174478,233662
287,18224,126193,627679,429518,673292,59130
288,306652,564022,19810,194322,190442,531696
289,61139,431882,697699,499618,12746,360027
290,658169,323744,34146,385601,459390,616897
291,718037,200850,103937,563287,342637,151569
292,657426,642893,589824,125911,109174,56214
293,533850,68437,230239,124074,675622,11369
294,656425,660331,547792,394936,132943,286549
295,348522,456373,283913,394170,379390,509083
296,659275,441848,349025,191581,534743,704349
297,695379,147508,160339,601798,169539,466839
298,578115,496768,187577,498494,291974,236778
299,383399,355343,241325,616505,397565,251167
300,322562,441673,549965,166400,426428,475441
301,612530,663297,222556,338577,166914,419538
302,289358,66271,527292,503395,565909,487216
303,516074,182274,62015,425779,558972,606120
304,420838,548397,441907,391929,391350,584425
305,38712,328361,319674,601437,463277,54826
306,491967,453432,524530,454115,428242,417271
307,693193,98377,700127,214721,242249,346306
308,546795,229999,421604,409926,136566,196429
309,339284,224579,359086,123180,159018,588925
310,224682,353044,283945,506335,669284,150249
311,356619,584540,504000,251353,9525,76784
312,82423,635824,314528,472819,168809,570400
313,689949,355220,452781,439136,189472,85663
314,184818,456441,164700,256512,251396,143979
315,372963,371043,22017,141864,78265,194136
316,16098,721540,489612,11250,615584,162829
317,61589,534654,386297,119303,293772,623716
318,641543,157243,623273,157889,343082,707681
319,286527,190769,462814,720858,424308,297473
320,616312,183324,518393,690273,563696,454746
321,64974,101581,172611,130544,343015,407248
322,15298,194080,485750,73694,187208,283573
323,294714,453818,712186,547758,204141,177213
324,349407,79143,233531,432262,657095,101294
325,603288,75274,668735,706652,49572,672761
326,676049,45472,141713,622247,426590,445324
327,371773,249169,276573,66801,245701,170225
328,7038,670418,266284,223041,64050,400466
329,410432,70466,280286,462009,550063,184390
330,333694,297208,208020,694368,293739,704905
331,130792,528720,509538,369226,554857,661613
332,140038,602510,382607,291435,649953,540459
333,413528,488297,501862,41747,340084,479735
334,274619,39420,288657,292851,345469,153610
335,453142,644105,107378,417254,150545,19362
336,674264,528163,364299,607159,498096,616816
337,119326,700809,42129,575764,569788,260340
338,285530,307056,138885,22789,359224,517935
339,513929,673466,152596,305007,640415,488593
340,364945,476308,353906,425926,219158,123257
341,298199,332450,22505,215125,169901,711994
342,114782,138918,61159,173454,641531,67859
343,236657,498423,10439,467222,72354,55410
344,569248,339282,461896,706115,667697,549593
345,459363,403435,130729,22988,526715,131569
346,529975,45005,246032,394954,609961,121886
347,132409,349098,375623,8944,522984,694643
348,721969,226835,172440,410758,122200,339001
349,199459,83511,684915,370541,449750,272807
350,376731,314660,131214,248342,534163,649180
351,589739,420818,501541,528895,403315,654470
352,601130,616644,90561,589578,114050,139333
353,398246,604532,231108,470132,523043,99138
354,230574,105959,142181,402751,531245,434559
355,592370,332617,186204,570803,131,722458
356,113401,695888,473974,632416,640410,81492
357,697881,195101,637481,176416,283020,210733
358,610027,577792,85936,412022,49154,561090
359,185979,191829,534585,101563,282954,323974
360,568956,501661,528735,649522,561331,712805
361,241398,593684,235421,27957,89683,456478
362,65641,673695,659790,440955,72492,30577
363,393725,689348,45103,132732,119258,126377
364,157535,603987,573804,630595,691221,201148
365,520666,658465,369418,596050,646750,55473
366,477789,35472,486978,337280,325950,681050
367,294722,354225,126343,289051,421785,538839
368,415015,444477,282714,615644,671791,252245
369,435256,365994,406596,712539,277231,581193
370,691031,320241,560328,674675,194903,290228
371,570838,388872,81247,388406,374944,717152
372,169385,353825,683372,717243,462723,575064
373,292468,126550,361359,461167,649454,669731
374,349474,238809,534299,213986,474453,249465
375,310601,12491,335571,343489,168047,483751
376,440212,60209,437057,696099,89836,97772
377,235080,461503,228366,232616,72749,596753
378,419980,685987,137892,359682,239868,698591
379,445282,686388,483582,114448,81703,566911
380,327487,294470,6495,17613,232438,443800
381,295332,664432,508037,32073,593555,365078
382,117440,678869,614174,582449,190895,444070
383,214730,474782,337389,691993,208676,232746
384,588036,336750,6644,546374,59104,494136
385,618633,385595,91986,706350,574333,410317
386,526101,642915,123747,102710,36119,279886
387,354872,45796,27749,519182,588099,380994
388,92204,159873,218549,621413,266941,556452
389,61679,245008,543051,314593,413061,599442
390,118323,542832,295242,37193,376021,600834
391,58273,49833,716673,606936,10197,682155
392,376076,225912,435334,139110,573834,569633
393,106254,269895,65005,530280,680916,34389
394,68461,413305,3320,261871,484021,369881
395,90468,245678,459897,555557,172296,519979
396,423212,430468,646303,649024,295396,649043
397,471093,39662,591289,614480,134922,435780
398,442757,583697,78687,663469,469795,494304
399,514475,502267,248666,708471,454534,433576
400,278228,198086,243613,6609,471021,121641
401,636637,238289,464221,363714,458573,656715
402,263839,633649,333661,275103,618292,122112
403,561479,44830,457766,472977,192208,113335
404,244713,307592,444121,661916,401224,137146
405,601188,301335,301922,382740,262037,184872
406,573080,419078,249166,610112,711779,482226
407,163239,100202,32245,566402,218916,353761
408,118089,614187,419649,136191,668319,109487
409,66828,67267,216532,297059,299705,361037
410,443310,2507,537898,47788,295890,590642
411,42645,203935,33398,657919,575540,690204
412,204447,713715,563800,102506,130520,576706
413,419092,80139,26104,536552,625063,350939
414,63331,650544,665655,356826,227287,643869
415,558394,328128,226924,230528,470968,35581
416,399816,265118,275929,412129,588381,258423
417,700583,33211,97681,281095,411960,426237
418,575739,335986,669335,168197,231022,406992
419,359722,80890,401454,597374,538256,47389
420,160128,209618,414582,220458,253304,228788
421,310495,248199,692865,265726,40192,702951
422,679545,6528,271598,65639,545404,132846
423,339192,169351,518584,481510,607846,336143
424,504887,22821,489704,112040,722442,572753
425,697989,56546,438777,339510,133323,694260
426,709377,162674,330581,720799,267901,367833
427,478819,371891,715562,498623,536951,332341
428,697757,713760,523464,604337,354249,310928
429,402311,378117,336923,483576,715568,328017
430,654648,130627,96581,469072,173761,32436
431,684399,66626,700512,211880,139433,560066
432,717304,448564,633431,619169,458871,334597
433,109840,427084,463089,675481,463992,569078
434,588029,565903,598914,706898,579753,190898
435,374009,173211,406008,570719,406997,250908
436,198410,187661,268935,433319,100380,98953
437,223740,545078,319262,220664,116142,18844
438,157083,419291,555048,293767,202783,460539
439,169378,266731,712047,645802,281362,515629
440,581402,511873,559467,136413,389973,424395
441,261365,397511,616147,472339,664928,701120
442,110837,497014,657540,252504,350477,206739
443,411888,520026,20574,301906,236941,77022
444,567844,198915,646551,294821,591020,286287
445,675001,241864,133007,684090,15319,25743
446,555369,372175,1415,692674,686723,101263
447,109321,473829,439947,279368,56850,674398
448,110100,478202,372837,214595,531321,590706
449,526140,708473,634563,491217,423977,373226
450,593919,140390,47560,579934,612560,321213
451,294818,106655,713807,449125,169186,603851
452,577164,68272,100206,59420,517176,168761
453,135395,404724,333982,75389,531246,585065
454,325090,319707,462463,518770,97933,155707
455,368267,170479,213357,651392,222664,170622
456,446400,539764,135326,485923,273144,210633
457,337843,600318,72950,82513,468423,391676
458,479520,104650,259944,296462,662587,537363
459,496355,128702,81789,609480,660182,420861
460,89877,418786,492431,64956,504877,294107
461,177118,460835,329041,440978,521411,290588
462,202506,9972,113057,670278,415972,54649
463,39003,239261,265817,21064,650670,372196
464,355699,588032,431151,436161,639551,174421
465,375797,500627,491700,483253,89349,107436
466,661691,364455,269882,220008,287798,721255
467,608013,31983,354886,222412,682427,12544
468,233304,717934,504147,94175,393971,257792
469,70896,282022,337087,445596,455587,335293
470,627874,150063,651561,684243,648786,696545
471,217916,604741,556477,111604,89194,410515
472,264344,213653,714117,305857,536583,384533
473,129892,376333,453937,119666,609086,103605
474,425644,499406,706730,357001,601663,407172
475,346147,32685,389911,376663,86203,650641
476,481903,177790,640481,684154,151932,116729
477,642680,304180,439622,551924,153515,338855
478,287260,263008,467305,455345,169160,583361
479,444839,108175,304343,701613,378750,410182
480,269596,158147,596908,451364,577105,645785
481,24472,705431,271001,213649,195481,611779
482,607785,225947,306388,526292,517412,413561
483,651813,515189,95640,242130,262966,186506
484,708691,355288,361473,425492,52198,641298
485,703496,616302,181401,241395,565761,640685
486,552857,650433,506958,542051,337582,705144
487,558035,440896,48485,607708,193627,57189
488,79275,590630,303972,152397,270872,54510
489,419866,238047,36417,37920,440322,398581
490,10650,394174,341049,389325,237610,397367
491,379284,112856,160674,439739,642141,540996
492,115516,416713,707821,185298,163029,651005
493,638239,448868,652814,322471,141699,394589
494,123992,266078,456798,501027,324449,176196
495,275207,534149,657755,333084,14703,77358
496,1851,5266,690115,657765,635450,136527
497,152889,299182,519806,291719,509293,55385
498,267618,410013,81406,293296,382840,712992
499,131669,265762,535049,418958,16458,621623
500,6267,549180,620203,185982,467454,141531
501,55592,354807,95638,156346,638966,710953
502,224650,519495,556525,10612,599148,238623
503,581797,139162,94805,465830,609332,340192
504,414109,664161,19886,48390,633674,105434
505,116413,166085,137623,678324,694898,5518
506,607715,540736,417035,675713,699027,561226
507,429178,294669,689989,509246,309949,51997
508,629642,611872,292260,719754,285585,534035
509,287155,12446,27054,549459,243737,386153
510,497444,615985,256608,85315,429835,403207
511,721824,253828,191288,467748,696472,633086
512,214160,58124,309348,512716,642841,189785
513,11977,126527,656781,218328,699737,299107
514,520959,598400,71084,386559,688582,480619
515,465771,655956,595474,305999,239306,648124
516,144544,298761,340506,690446,680180,543185
517,473707,46427,504048,447943,55067,366529
518,307788,144814,35679,165659,422871,176507
519,196075,633819,157742,229993,198598,136163
520,267047,101959,226068,606383,381390,149957
521,625238,158372,631781,48878,321440,62816
522,89916,96034,444185,138889,366314,45293
523,135085,464353,419897,313711,85809,236704
524,281712,145274,136748,43217,134444,50218
525,83817,373072,208631,199672,26827,415816
526,261180,159812,454260,90765,121841,513098
527,332064,552584,631792,149262,622360,162888
528,582197,546058,588945,50603,137846,379682
529,29722,344422,100497,315143,709714,490002
530,603824,557195,43507,277625,706782,206523
531,583167,493410,627127,502564,329938,450963
532,145786,713593,696520,687199,24234,19907
533,717856,685060,284299,563325,640327,701236
534,221373,340949,334317,529280,72776,42580
535,719339,227602,488680,563234,478296,280099
536,454285,35386,138498,623877,146921,53678
537,176067,24803,307442,414104,720475,443382
538,4085,144774,110586,140093,143985,495282
539,373933,198053,457513,28198,389253,22133
540,657565,293111,324723,385444,250917,262549
541,47865,251440,676385,638848,40841,475756
542,569115,23859,80471,126844,340468,713711
543,301655,199713,666607,678206,133120,622297
544,310646,525787,363381,311428,498708,141454
545,589617,127946,622786,545980,322435,200080
546,209625,610224,469552,691107,87165,143704
547,341987,267606,526523,124318,268822,665353
548,162405,80446,84008,79162,135083,686913
549,667940,695370,656091,336238,184318,574649
550,640178,371633,344770,654471,699616,607576
551,620092,485230,518821,529251,521855,479787
552,415672,714619,570541,716162,40029,165262
553,477261,682981,604471,437206,194381,4621
554,306242,582399,28130,354263,710165,349415
555,520763,27232,502603,356194,132159,550054
556,347585,27398,679549,146429,418357,575032
557,180344,419388,567506,598921,627260,190785
558,218670,50773,522194,42389,221279,690687
559,430851,179832,244878,639539,713250,344458
560,715752,31072,303462,611225,129690,203659
561,522686,702561,129122,98284,96451,129651
562,144802,167048,530524,638227,202933,449868
563,571369,86440,454073,488306,47462,580385
564,369207,163269,237120,660346,160521,75498
565,124997,543642,636397,489180,183850,441820
566,3963,635159,469058,227192,87081,292921
567,701340,640157,450311,581306,550906,271897
568,393179,637560,322565,708505,349099,411815
569,299406,443300,381750,577504,691632,264263
570,210308,508900,637913,125333,645009,151685
571,244994,447839,94145,285163,430604,667400
572,644708,145823,601331,562477,190062,403843
573,354445,146217,444462,717798,572256,98742
574,485059,577866,702952,213185,150014,720770
575,122529,565722,2460,254745,125250,589795
576,272535,636162,669310,161873,690337,363629
577,25258,71427,61750,353500,713896,572764
578,305185,442747,438424,686365,659512,213689
579,546635,606703,490188,173420,642477,224694
580,395019,449058,133383,177461,712353,429784
581,105475,268310,347867,586390,171874,328582
582,111903,281356,230594,316447,73883,578868
583,134804,572193,549233,365012,71478,463868
584,273085,53160,510867,149798,29307,382878
585,199785,510059,372982,697440,396377,557314
586,479809,682421,610761,14132,489083,22459
587,325429,31247,133690,401785,363491,614177
588,257774,92475,489295,108371,381516,403725
589,412078,383447,523799,358792,68444,203949
590,463940,377330,663419,718746,710185,71955
591,112857,523978,456482,604089,659527,70566
592,371758,517289,164963,235945,546336,616050
593,572400,378913,499311,161814,103839,684128
594,394823,661480,317175,346806,338660,257408
595,408497,128276,509880,373284,442947,116374
596,579252,27880,286196,707066,216163,337675
597,48581,29238,494536,141548,697910,665008
598,372265,301017,500742,635334,697661,58967
599,424206,450397,127672,486371,115435,563381
600,55816,312000,31889,47993,6918,97967
601,53871,464592,409586,671852,359342,354836
602,78411,96214,665238,155776,223563,664874
603,344276,954,611244,82745,509823,631261
604,232623,687459,494345,115306,5222,51086
605,499033,620128,441408,370989,522964,709810
606,247556,56978,470735,440089,39723,44713
607,101407,307912,563422,223628,413680,454993
608,218140,695893,231293,438375,409769,331492
609,33081,101784,59302,687643,190103,634978
610,329245,376848,590677,69165,276430,466256
611,550176,6426,549954,512259,380691,507275
612,273037,77610,663612,41117,695275,8714
613,53555,343361,540812,215719,626487,563273
614,80372,189104,713897,38724,73026,47515
615,302900,287716,533769,699183,704877,209489
616,53438,378671,562520,418876,230295,270415
617,261266,196506,420171,262209,331974,162387
618,361229,659957,246336,716105,143260,693234
619,95381,93388,625008,474981,354005,15204
620,217539,474650,477438,62872,357952,45204
621,578880,92411,607650,636753,611214,580164
622,176363,124041,471690,357705,704246,209218
623,592691,444559,503942,90218,651072,453953
624,409621,381210,623613,601541,397290,185245
625,700122,363307,523594,168625,357805,102328
626,12175,330839,15341,53439,176990,283884
627,611417,126126,652926,218362,710435,367807
628,700539,89906,597206,571182,64424,624114
629,105376,467160,19816,567677,350283,672649
630,586366,362779,309554,243485,707303,39725
631,142215,202671,521121,297070,476772,374019
632,143952,611824,565973,30427,364406,498259
633,588102,67490,590126,493269,45226,545230
634,220232,694606,637655,654401,359336,280188
635,512815,442525,343469,71155,363073,94269
636,572957,258664,120762,176303,275211,534524
637,380799,57958,525402,33232,379968,367019
638,152568,351626,179421,220588,401438,277369
639,352343,27713,405746,7794,70123,709338
640,675141,575713,141614,80732,167249,212301
641,578005,506590,2453,422161,204324,237866
642,137740,362620,611909,152467,322489,311857
643,202339,388110,276176,306114,679352,286529
644,466278,701908,19919,520006,500019,352301
645,432203,359219,59011,698331,137770,274190
646,467683,291650,114194,232589,693008,701117
647,458305,469022,463664,344043,76347,641607
648,569097,274287,306750,556013,379234,426703
649,232839,210167,140324,343959,4542,255565
650,681936,278747,651541,263963,16832,151370
651,567718,15613,200550,71224,327130,359564
652,100648,187758,691786,25496,130121,326057
653,275038,491745,286202,133236,356932,414118
654,383959,175027,693398,694150,120379,293376
655,116202,613337,2798,200243,70416,188938
656,37674,643039,572105,469596,682885,192068
657,75903,256216,190449,169315,104320,585365
658,312326,450867,598161,713217,568439,117040
659,451124,790,603099,381217,611184,395082
660,255459,73472,540401,601402,179114,519247
661,705133,346034,377503,408346,657388,512003
662,722266,43438,147622,151700,518052,560820
663,715872,451915,123197,433288,390133,622176
664,12657,545887,269893,116389,618109,638999
665,125375,521632,189219,675747,251490,588271
666,188307,106828,564528,603330,41710,330949
667,168675,64112,409924,376947,704958,139179
668,682461,591304,60350,606833,178580,510540
669,642361,447108,243483,389001,192655,641476
670,429621,169437,187797,569858,645767,708458
671,606447,201201,273193,121441,352462,309971
672,595734,504196,188396,400562,50881,664840
673,79629,37025,367084,202412,483657,27798
674,670461,328685,139700,609950,254121,195962
675,576542,43658,28394,350168,207160,36079
676,426759,239781,630606,314333,33271,365463
677,252344,454289,683936,252192,563877,219380
678,257500,184242,375891,131603,552354,298642
679,620829,480888,577838,712328,468377,676767
680,328860,260371,367694,612944,54874,719059
681,577347,689242,376502,431930,268905,657692
682,186711,511095,614324,507677,606105,303315
683,630229,459788,58811,357386,171653,523047
684,267590,458038,65037,471417,472616,240849
685,264218,412350,526485,94974,268500,327427
686,466119,339787,102129,307466,398540,368869
687,586762,381129,457204,12952,484072,50651
688,227806,714515,451963,456739,300813,232477
689,438078,19632,278469,295326,400898,349353
690,564037,672599,82495,38389,563162,541024
691,624682,176361,596255,618338,694486,693993
692,691029,594530,12122,437949,306655,261407
693,242575,511253,328841,390550,412430,68767
694,451584,27989,219045,333799,718181,558375
695,696681,233047,493707,678185,47914,274436
696,662525,132465,35151,48343,472508,44036
