,iter0,iter1,iter2,iter3,iter4,iter5,iter6
166,288436,688152,89207,742227,109582,426377,722266
167,100818,528519,29746,619662,336333,47633,106795
168,721334,530638,567983,193082,115174,258848,621435
169,225238,744627,529428,432064,505344,729645,592604
170,662098,291612,652576,447055,164793,612823,272878
171,659148,40897,513368,244498,299201,284342,153580
172,59101,632315,292532,504711,730727,666166,537819
173,659332,313780,571173,34185,98960,748465,244765
174,75375,674848,707015,232334,10990,453168,77791
175,123415,321638,186777,375931,176232,122533,85714
176,705541,107357,594331,155695,728024,517723,336878
177,464627,380025,692655,492265,270692,747030,235817
178,671517,548764,119045,477086,232211,566652,154593
179,16111,441892,259991,638644,50746,36693,444188
180,603290,508480,563028,524341,219051,138811,5250
181,504599,691192,472509,40285,445147,139771,722072
182,444098,168274,222563,537445,736419,577385,41109
183,721354,739868,212774,629177,144053,286477,232045
184,305757,59337,478130,333627,495651,731054,748919
185,633651,305802,334602,44161,695223,274465,347715
186,112396,86974,308614,568213,610855,2327,630476
187,159836,270778,306152,449051,180498,482536,100968
188,243944,16329,664100,629688,60446,563471,306077
189,402616,76770,578938,283839,53825,22144,468597
190,629956,358864,196708,463963,676395,190274,346249
191,627441,434266,82793,676982,604799,445475,200204
192,490160,351402,550802,381969,429827,448653,236201
193,373862,457463,541069,158602,542627,152865,536821
194,518283,52324,274705,682556,685166,207981,541595
195,403250,228192,342438,710560,573877,200976,319820
196,352407,555057,249772,227265,311967,434700,747808
197,359543,567911,66573,38409,491283,490689,3482
198,640102,714068,407455,309288,49470,543135,421228
199,204774,20477,173947,340745,665874,346995,322479
200,296611,423981,428268,38893,411118,177838,31413
201,553074,609295,531093,111820,175626,352440,20998
202,203530,626807,149713,172154,400777,324636,169048
203,111705,239490,247960,656443,161832,299213,180191
204,348934,541053,429070,171308,468742,527234,628696
205,681588,718341,162600,550793,208476,307181,342387
206,393416,139215,731408,181167,113501,730589,95787
207,686668,214373,64109,70900,176117,156075,618244
208,540002,102689,453193,671972,199505,151406,679550
209,32285,650082,514103,458711,435772,177011,734868
210,423559,426933,454736,588942,637441,107679,371807
211,412469,205156,610792,176595,536669,265568,23846
212,133386,147149,260509,125824,146863,484411,734760
213,10898,147539,642804,4782,682684,427528,238605
214,376392,128812,54713,31967,135462,84769,652159
215,569108,280052,572057,156499,739715,399204,74335
216,64200,600433,675492,494006,341621,245814,738468
217,406216,564600,104134,707518,214251,495938,437504
218,305713,351888,498645,395359,538004,729443,239531
219,452661,395047,553427,128711,300879,503661,491467
220,289187,268177,451225,425667,172112,527359,310650
221,43259,443056,354416,266721,639835,682944,664002
222,739692,719762,640316,378053,92840,190909,160556
223,400385,597203,105377,74658,35428,409967,88715
224,645839,234876,62864,310750,703523,681493,701127
225,316781,330153,475743,503967,480728,567663,697816
226,591593,675587,25365,266896,398320,418407,540626
227,589665,77526,247793,253583,678677,292131,236957
228,667502,309546,512784,225190,550542,9332,268088
229,7041,618078,296300,469646,288420,218625,285438
230,622165,339388,364044,443464,226570,145008,354347
231,14008,529783,606917,478880,291584,147548,599073
232,388432,741909,127569,219983,275543,240983,141545
233,583938,575038,398950,164169,170293,262280,132458
234,141833,126483,40828,326114,12666,600783,540669
235,259861,49688,526105,392582,34694,496824,493855
236,36565,529911,743226,85973,362894,434710,119044
237,195732,742396,125249,328003,143911,648850,360328
238,716533,306868,146285,238348,287688,644754,514844
239,84940,28410,516397,576631,543667,304940,561716
240,4806,455586,552116,186215,34102,400868,647938
241,428962,243872,572979,172866,111450,449031,546977
242,640982,85793,621897,325665,652143,664565,712825
243,447435,151988,731241,39340,258016,265761,679816
244,512736,556199,577828,620116,186354,259879,271670
245,200475,691616,581841,322562,106777,615805,113104
246,373786,70057,681405,395739,257149,506844,540793
247,521077,343389,634172,470737,263274,727619,75716
248,359490,232148,108871,328349,162112,401356,489683
249,236534,261695,43085,601720,372539,324141,722204
250,227733,572747,381768,240310,573506,85891,259648
251,302238,359848,345645,465273,628731,229367,426692
252,452235,557624,604164,307807,515768,119545,378289
253,117548,272506,248214,76255,581141,610880,44608
254,406503,12098,345447,166409,437830,218420,437188
255,332473,551352,493705,205762,600494,368275,420605
256,332214,722542,172259,590702,500648,237314,631216
257,454846,517030,243613,351324,603252,575394,733592
258,154310,86264,44146,84640,570992,296584,582539
259,527668,517484,667512,6983,125097,637264,255607
260,286845,99769,398015,533312,133302,687399,606478
261,199591,53801,188383,658907,256176,186947,294337
262,682131,489157,468717,702073,395867,669021,694469
263,78742,257212,536857,512739,511587,147,34100
264,517109,278029,311593,128255,338373,554753,521106
265,257621,89627,655250,710473,39977,375943,197450
266,438330,76318,485529,309197,184053,506019,131320
267,363021,323554,456689,296399,552322,438950,538313
268,440973,476069,602426,131896,555623,221176,529705
269,432880,567223,292864,507406,269996,387646,664132
270,666153,322950,376776,123673,383357,559050,323994
271,45898,298219,11370,265181,372773,291074,202502
272,505557,444643,71982,608113,26204,121382,312588
273,180612,719723,534278,539844,720597,441886,351306
274,28851,258995,503731,653604,78861,662801,63214
275,496578,628541,24896,289513,467642,307166,31203
276,555049,234582,13169,195796,244207,438548,484633
277,605865,373251,26808,162238,379198,256371,240271
278,578867,294552,721951,138330,75738,152288,465883
279,166365,512486,716688,335032,212725,668394,207355
280,498428,361982,748803,191490,490752,200405,44422
281,232988,426345,270802,412093,27891,114272,435413
282,615080,716876,399315,386257,563007,299455,537570
283,647656,258967,371306,539945,539502,730060,729099
284,648234,709203,406692,22931,77803,311758,100239
285,665111,183846,535341,324746,643565,504705,392053
286,75892,616548,42199,468198,147944,31470,141604
287,103606,263652,268492,682079,177984,725266,621739
288,31690,343933,388113,578327,37726,181560,252844
289,657827,110171,603973,443348,312031,532268,147488
290,231694,300876,20599,559652,343321,152552,27331
291,308023,347772,296373,429643,710592,687733,138101
292,268599,595432,298978,585033,541461,136723,156080
293,367277,285150,107229,135974,200880,52513,496024
294,337571,583195,173396,296540,596253,345680,700687
295,95165,194861,648438,642541,93638,213839,652495
296,451450,225049,744634,456714,412276,382025,214442
297,726841,529849,737619,628783,534217,182508,708496
298,578626,648863,512019,197961,266586,351028,164813
299,179316,637323,598579,535081,89415,95508,386083
300,177326,137286,360831,279473,163754,435922,713952
301,386076,355672,450108,171180,18207,130171,48014
302,53524,86951,26778,509121,453710,450541,100729
303,480134,335646,709557,98424,434423,547552,361965
304,223245,579444,50654,585354,573500,20791,705438
305,726225,316707,186451,264020,522268,253653,325454
306,453245,691392,536778,657757,460901,707417,9927
307,546281,710922,500091,657597,80855,561750,551006
308,23950,501036,190690,404127,41682,237479,711124
309,454939,622397,381396,662517,306283,3735,461010
310,495550,655888,655179,574229,659146,551719,640848
311,114011,668669,272236,22801,180121,59430,105350
312,592827,706634,714085,432010,426178,47843,458588
313,355103,361812,62463,213508,321024,67015,711532
314,625154,399327,240168,482133,17417,335467,24248
315,637119,723269,621317,652727,57681,736446,72810
316,264610,489226,654264,437335,264775,232905,313801
317,246799,137886,404021,228054,502865,411728,537574
318,133483,569430,664831,281645,96113,692710,508409
319,527825,297513,249448,518465,503524,741575,599675
320,482477,654206,612632,657590,643855,610946,80800
321,193597,368332,465282,648328,88479,133958,716689
322,589072,587121,446762,53647,391040,549816,203509
323,323375,611079,618299,4975,734536,37696,465547
324,91432,112604,206648,179888,624921,738528,292710
325,659543,656629,529659,576878,468855,449406,13735
326,491494,275190,74798,560155,715336,177051,570677
327,740081,416016,291470,95451,168582,351038,192245
328,565020,199682,92293,254278,194139,334551,424041
329,87903,75528,451219,236125,373637,86790,487420
330,410017,457393,715827,222475,716069,210323,605070
331,77419,530925,409508,5463,341895,257539,384575
332,210462,180479,115336,706183,444047,712050,333319
333,222183,214909,602483,458926,294446,415160,363765
334,564845,715040,399406,307883,333633,89042,453456
335,323253,489364,56507,473366,630509,130723,383100
336,38553,554390,260315,72030,474068,598062,556814
337,22974,124721,81365,506739,478755,442245,135858
338,423314,268905,179536,570932,680763,237800,420966
339,612060,463694,125217,187279,270414,462279,520559
340,97147,657667,701387,117290,584756,186794,574013
341,703601,619551,483052,80130,646037,34655,436328
342,446468,353151,380402,374986,22417,271954,354028
343,559247,207713,680837,308628,431727,69604,165731
344,336145,56745,7834,104113,439893,372584,688141
345,17998,185461,564064,519028,668595,120299,152134
346,643607,588879,294465,475387,110159,508214,425251
347,498277,536127,403986,378594,147226,125745,76908
348,406075,596025,283451,345106,708585,168195,473770
349,41222,501189,325784,413710,200762,372676,191646
350,90158,84400,105547,440649,189958,293276,531779
351,250499,69171,62544,553047,549557,637155,333119
352,186466,477505,634803,456667,285576,89501,31772
353,675928,728738,258152,48982,657365,81518,270577
354,345523,725101,747804,142393,66686,676996,134665
355,284590,385741,547863,157952,500877,39984,205618
356,594405,154066,247160,76346,144471,650763,220646
357,233638,401942,614647,214084,525487,378398,584125
358,346811,99052,281723,533686,277240,125033,692601
359,409905,549526,619419,283537,435607,707720,71912
360,418275,450125,737828,269890,323740,131127,339899
361,235082,107009,582423,107172,702827,206964,561847
362,448224,409403,144522,711445,681927,403596,122259
363,394827,458570,149311,473442,380647,692795,62881
364,264612,476115,349295,492120,444548,395174,658151
365,416800,574166,357127,685795,341110,490772,538623
366,482941,451383,235431,94794,433221,490935,409943
367,90348,404068,202556,590864,401251,64284,164658
368,85185,554102,355657,505439,469400,711481,160210
369,413860,623574,502057,7036,121608,214212,653771
370,718295,595807,507375,499627,137737,636195,37825
371,99595,479215,93238,371838,598780,311454,42936
372,9877,601272,489007,731726,215369,49788,711558
373,301548,177689,681759,361250,720974,620039,133429
374,626081,406313,673280,260253,398544,255338,83609
375,615325,151418,410682,477262,662424,737479,616114
376,641949,199217,164898,451900,699299,310371,559583
377,47418,93056,270486,411485,503751,274860,279620
378,240473,253194,743298,658638,208638,652105,52622
379,361998,463461,731638,569950,412793,165304,368959
380,394003,214118,712860,431603,507083,5042,543599
381,722453,448815,385883,744142,167760,579571,612898
382,49538,334190,245138,271437,280204,558802,529412
383,301749,268838,724474,445474,536264,610984,211198
384,108157,330455,329021,414549,623987,195198,414075
385,601442,626852,130279,212890,507075,91245,617347
386,100883,42487,80862,355143,56610,586080,31667
387,565264,185098,137957,448418,453000,488376,93980
388,458347,51174,227184,82760,675662,403028,648742
389,186005,270151,150984,73023,31050,128591,709806
390,608301,103096,575225,132903,460629,613524,705835
391,241752,626565,2376,5413,397169,243147,151383
392,103042,165338,627479,155622,498045,672154,731249
393,196997,415907,315720,747205,709095,451352,572495
394,521051,144975,136731,434559,178670,122292,96239
395,721871,479717,669335,143107,513405,394819,280701
396,664569,635023,669776,217770,714915,530633,666954
397,134000,229663,526642,151428,661726,339097,527171
398,87797,115416,239880,654483,242119,329280,252373
399,90092,710188,312981,226963,502225,57164,311410
400,549650,699284,44526,552224,9066,543067,362075
401,65761,28735,424471,594349,326012,427595,175413
402,97688,107369,120180,510289,737131,742935,586661
403,236677,450587,420542,78975,83384,566945,214170
404,452197,719853,554690,745963,127352,453592,706593
405,669168,716635,31165,492671,539802,199409,685939
406,349476,89766,37402,582260,489844,311798,40935
407,39561,470791,307825,680673,118190,157951,78384
408,207198,313024,386906,336854,67916,501197,544099
409,66287,178166,440101,415796,585292,300519,57101
410,362514,641646,592555,461032,543002,553271,224023
411,112090,533474,568936,689992,678094,649612,695186
412,96289,68974,153516,256834,90633,56960,253787
413,600619,247232,110010,565632,7239,427830,657002
414,567187,268612,646505,64315,476640,410940,720789
415,142212,142602,179461,691821,596279,703939,401053
416,706481,506002,312025,59943,200423,417822,53370
417,737759,58612,609194,581853,321749,683647,190129
418,742515,408233,13838,630373,568059,740843,470147
419,253679,236009,557626,44149,424622,407298,496821
420,460339,147319,325235,668200,383272,35673,267605
421,617352,332339,348583,297984,146057,288032,649098
422,328492,237363,66088,461601,18877,479411,446456
423,287410,667122,573639,604272,572719,210134,84142
424,16418,10516,474095,418834,634764,640674,551933
425,691565,617555,86013,280782,456329,226892,195715
426,636854,580659,529318,527649,237956,400217,439282
427,34180,108210,567817,24862,132527,119519,100488
428,455954,312743,302982,249734,736554,485421,207285
429,303562,91242,611314,326952,541909,132813,246951
430,718701,593668,734233,164,391742,199341,271164
431,194479,336432,716531,643599,320220,508375,55690
432,123521,76490,139547,617300,537613,188629,531148
433,152106,582677,344129,206512,53282,262394,402545
434,216760,586753,427221,314007,195636,201064,70502
435,266535,284958,363225,673739,387035,396598,159203
436,169470,189289,203749,432144,520858,89465,562894
437,360142,709871,33486,618963,226816,653056,304726
438,746960,326037,489415,425849,24795,92743,160344
439,662792,351736,410301,323666,367296,531075,228194
440,730758,547579,49288,293880,439376,443054,173941
441,435257,581000,260353,325769,379897,691191,583850
442,211488,390841,458677,738560,477127,536322,497029
443,629053,310448,283636,156331,340344,687986,429795
444,349197,621159,230005,12582,287683,76564,108404
445,346991,483295,209701,438824,684116,27245,699019
446,69126,57948,526458,146055,618766,447019,285699
447,606115,65644,738673,302431,189210,466652,407225
448,672687,564971,544081,192387,494748,434213,702097
449,128097,111710,160300,734339,417132,359791,247871
450,676179,252242,191149,483876,169568,239982,620514
451,484397,396487,611525,58493,9441,434066,522397
452,637981,542091,746439,287026,263368,488761,351802
453,213076,680241,297658,412341,634245,283722,476435
454,419723,151757,627199,262069,35894,573757,502341
455,452111,338179,332305,147829,559560,419215,465960
456,357832,407558,709392,516786,678063,517515,53009
457,66439,317584,285333,248665,600826,208100,4070
458,15492,195142,709484,432561,424969,140782,284397
459,250940,130720,488717,78949,450954,295005,533472
460,570107,449781,101164,236821,541280,154916,516325
461,204688,479159,352593,555115,623092,388825,298471
462,402640,320870,619785,568717,314176,114492,221354
463,170387,669608,51415,4836,533412,687128,290151
464,200182,320041,85281,98653,46433,679666,409585
465,215251,7673,125416,237968,134836,506008,242533
466,377062,377171,701766,130313,689492,19444,673613
467,238861,56375,674590,127744,633800,416838,477514
468,181256,89403,717630,121212,273344,172251,324478
469,477612,348893,26692,712109,52484,43632,203038
470,252573,72675,519734,230745,403447,722968,361360
471,14980,3753,665495,171272,70821,321474,390348
472,317534,196390,406885,488262,647972,65375,422033
473,562823,314848,606816,653323,492044,32044,61818
474,501038,67889,367637,489148,12690,591954,226677
475,196827,729236,577490,671280,469216,344641,278678
476,286073,93227,669309,703820,466359,498341,226472
477,131995,166419,115449,129544,458237,527984,386013
478,745950,560590,437328,322990,643853,436823,490454
479,520914,476341,385716,152969,33465,405218,623754
480,21185,309627,121594,287950,380908,77344,602966
481,73405,490774,144736,565635,685903,74862,433043
482,682693,238019,444683,61381,306178,674247,167997
483,497791,194925,113793,8101,341706,18815,441008
484,676935,505098,339625,6725,226582,406834,632526
485,386501,646736,410807,244371,668393,304937,744798
486,320481,89880,657558,506279,168172,485135,507267
487,279643,743577,717282,536038,220839,91434,509282
488,300522,86167,433886,421307,675219,156279,295359
489,150039,640183,744948,335489,466822,500353,496271
490,536698,30063,39944,399205,419047,431543,17093
491,497940,268536,685910,2613,555123,594951,378476
492,108991,745295,187458,485873,88391,392560,598675
493,443168,75753,510135,16259,177151,468537,455501
494,637783,308302,613719,691419,349043,227207,318635
495,668834,708436,177996,699075,674,711204,634573
496,361126,610344,477452,415548,678630,141607,596831
497,119005,450429,372543,512862,8062,702582,105362
498,194236,620543,560203,162646,223639,257549,258554
499,171749,720287,352081,83075,580724,32554,413348
500,370960,428666,514754,636061,507216,626687,240210
501,177969,470257,556337,272232,565436,466665,111217
502,191558,428856,721170,134595,142112,508014,207135
503,343317,345543,45659,467204,496370,448761,235056
504,229692,512515,263281,115109,74354,47561,115006
505,691116,643279,366205,258029,205113,641485,116576
506,602544,207745,289869,534441,503002,376041,499609
507,395032,485516,134458,460013,740493,109615,434324
508,433777,545595,309826,327187,298465,580066,282211
509,504618,204586,445000,354361,276486,587980,53831
510,407026,471348,10262,361849,508660,56804,403819
511,471452,277332,405524,379637,80851,661808,330338
512,514061,133158,150721,223002,37395,431741,521727
513,560158,420548,612052,361153,141618,646332,466949
514,20017,497918,431583,618529,470430,664879,346797
515,568710,425142,118819,494420,39329,179997,92898
516,472794,308483,245036,220948,496890,225744,648074
517,316501,605018,341692,16606,106379,190859,614887
518,433664,373617,654195,430965,28073,395140,340167
519,718792,385732,49284,391663,617298,635407,51656
520,437032,342467,341072,477413,355372,362180,571539
521,436808,524237,37273,683929,4733,575814,34250
522,455593,736368,576870,363624,230119,249816,669907
523,405732,28915,659663,175332,527198,282258,554160
524,591507,450346,585642,711880,404140,118274,409702
525,126801,119284,712675,460533,471051,640118,231250
526,43578,49865,16710,254798,58852,656883,289311
527,655202,276812,129810,362862,333640,22611,175733
528,85864,122111,454698,718425,515495,488280,642085
529,251094,50079,579619,706669,419810,52294,338135
530,17833,685760,687234,282344,659446,250598,634641
531,178644,594558,261323,739721,335863,183482,506310
532,352312,513441,164768,608205,32492,588272,98608
533,710377,45500,587233,77675,562932,249856,157381
534,21480,731920,534804,536459,257154,617284,473874
535,376374,162672,369820,228912,572070,67306,719392
536,412344,665964,659888,29731,283970,601609,561188
537,532255,248147,481976,103324,146357,158643,17332
538,330289,724174,423756,517630,682377,279981,81184
539,400313,416924,447156,391425,128009,270191,667773
540,698591,18445,744498,288747,205584,44762,670013
541,291755,103773,308613,431550,599917,309561,601085
542,453609,37224,123528,577562,298912,122219,487036
543,433198,235003,644810,226154,683603,524223,169454
544,613934,358577,471652,347760,736452,588544,119106
545,707475,52000,713706,345516,437873,531373,644785
546,362738,103255,648731,509334,271597,274055,209523
547,367078,281443,345771,414577,561744,218640,471522
548,197409,460903,22037,672969,274770,465040,85021
549,304076,316559,241131,662065,672524,458357,521081
550,349779,415659,413831,672443,395638,485006,536416
551,470066,390675,682924,438955,708698,542799,533973
552,649847,520262,343133,424172,602821,724871,694311
553,268835,510442,7760,713737,387534,334841,342729
554,479170,142674,689532,520810,38479,70485,100128
555,12429,18731,205749,459078,649414,132356,147892
556,124673,439125,319816,477675,612699,143160,332916
557,23154,686180,418249,19038,489606,581792,524697
558,369784,248605,196772,252632,98796,198234,622244
559,394963,133548,497064,480277,587432,200973,385354
560,444676,432520,68549,119271,526418,718795,606020
561,271957,224871,401693,225724,243507,248625,43084
562,372962,39680,207613,194475,338835,742030,186252
563,291313,53431,509114,51297,1387,329668,221241
564,734388,96321,604652,163608,667181,374506,152189
565,92336,543662,376177,396544,145787,148718,62310
566,568862,646701,186935,43662,62635,253823,649391
567,33921,526424,297523,346720,19528,695994,351054
568,140517,395158,165648,594187,694786,163888,325284
569,642234,478588,739083,84387,656391,598919,438656
570,650554,738986,459184,184302,80282,518027,126966
571,199541,400224,491188,231415,650240,686350,63700
572,287355,3907,125254,503724,604384,586365,115702
573,705729,265362,466019,58580,137859,607251,373417
574,481779,669184,34558,589192,688119,520438,489311
575,340559,73215,163284,388284,229180,297192,505058
576,626610,394816,66283,586386,335671,102518,659780
577,453341,466834,437356,13859,160340,134434,372181
578,114188,182320,20195,534951,329631,441356,554780
579,32235,193810,541798,566404,239313,545556,748433
580,559672,138619,468561,231023,602660,219069,677698
581,102876,90029,259257,291248,193768,626669,342250
582,119750,465469,36923,274002,400069,363598,143334
583,138912,328827,451245,75849,747240,642079,732163
584,595959,669364,526669,639658,53103,589251,564114
585,332093,187538,366638,272370,240789,253648,370118
586,203956,660890,362243,604513,201975,216201,494029
587,289423,508578,113625,689550,470300,484659,737708
588,339254,270965,646917,45357,396144,236028,351601
589,69363,618377,737803,294835,3979,606072,73065
590,496655,592052,502048,339993,643693,158060,22273
591,138140,409840,299721,256255,290437,67355,566676
592,125414,512915,475536,278170,516518,187339,433545
593,480883,627123,543285,537829,15160,279798,33166
594,332652,532626,181098,640754,704878,231142,374499
595,706478,412753,370421,744280,70450,48132,378316
596,607078,86024,652122,9553,522359,183584,567028
597,298201,3973,22691,336362,534993,391814,737397
598,632699,542038,451593,388965,740618,107878,162022
599,427111,158276,521577,225808,357519,275009,558524
600,157835,387609,181473,538890,650489,296370,717638
601,671360,325815,74402,274035,587722,387118,728659
602,44542,169917,459626,498513,518839,141000,141181
603,426470,136192,243832,453191,81838,474617,688239
604,482907,192111,698604,403400,318576,670088,292671
605,22482,566817,317702,53038,323549,239415,78022
