,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20
37,632842,250590,197636,371529,72702,76313,371506,143152,594610,43712,485639,714089,317474,38921,701048,721181,466261,624819,335615,50277,372927
38,493104,441838,636183,215044,32214,263900,205057,393539,15957,415953,438803,674146,196556,578272,87998,53431,541057,393436,358734,511852,701584
39,504427,96854,263926,594169,74735,340811,367838,623769,338543,368927,503415,299525,118737,260663,327598,314897,365717,399923,301522,709709,428160
40,491980,605459,6385,179048,202903,167266,99821,405469,9675,152621,254807,189987,158295,605496,656882,428421,602295,371597,336701,380579,609472
41,419378,324188,622864,265861,293668,223839,370698,133237,487453,339140,721522,117209,195580,357996,97953,656452,70170,202176,417977,310021,599830
42,176518,606367,645564,431858,53380,41004,367005,583315,82808,587093,541193,197985,171093,29034,589867,676572,361824,312419,670238,653195,688622
43,177049,579503,109947,481950,144394,608239,308320,688637,433126,372417,211392,650941,501927,282687,693356,219828,465787,149197,394443,76549,631808
44,685836,8619,90830,575009,504905,509185,76466,447849,590064,385398,513947,436348,651208,113971,610147,486656,362369,559725,1046,503457,177969
45,97185,222125,393801,165491,120009,59437,237818,32003,550945,21039,353041,628625,531141,601956,702376,474522,340382,629701,186785,341824,104028
46,126143,142658,696122,484706,231639,392011,366892,373757,409458,221606,569482,345112,342552,86027,390572,155227,174041,165019,278329,651677,56261
47,391539,341790,123757,284414,85095,35241,10440,80536,548178,595784,495080,199116,489241,257318,271272,645436,707022,58322,223352,72169,651273
48,407659,101897,278907,121945,8870,683225,301869,55549,141634,601932,25398,187770,441418,633711,642638,358397,670194,242030,6994,467454,665879
49,671758,470996,472685,219353,481551,316488,503783,245107,445297,497401,219743,658830,142016,332494,524999,216006,496857,688314,560618,425439,414972
50,512135,439117,348127,288699,100598,65418,670474,444855,337899,601416,646031,371641,655704,249998,210761,110942,104452,338972,629418,721878,345500
51,38259,461595,443779,589086,13913,71653,580141,46266,357585,599694,269100,473016,198851,690178,238180,710890,29239,189493,548759,578134,93929
52,210478,155765,609574,210385,188123,220900,263205,297763,483510,530812,298781,171169,35841,456642,615628,21351,717454,270116,566027,390981,466287
53,104690,464505,312582,232732,486185,699955,683867,393832,427451,69633,476646,232609,269280,465151,311775,431087,486101,234583,605131,578456,409400
54,204598,385152,128221,260378,216198,386530,5495,290373,278575,195769,595248,158873,240363,352997,470564,18619,502590,183806,315085,582490,1997
55,678036,602598,170421,180130,44645,158892,222952,47093,446974,239755,502911,375733,589330,437510,237749,440045,28778,299461,570991,506131,382547
56,704191,104875,513200,509594,366900,69559,441187,56754,47997,667440,280471,42870,430129,704746,107663,609948,277007,121448,4764,54152,227010
57,54243,244486,493855,179501,120781,406144,328426,452972,618404,362608,437790,567397,285743,681823,69582,720762,527258,279134,537498,498888,713214
58,568035,484786,429550,137653,104023,81889,691597,687868,225705,327800,38130,709394,15498,314252,18489,450153,245651,676208,352588,671192,444238
59,624278,245001,183224,404486,406756,274763,11479,249431,681515,506748,440240,642472,548426,471071,11694,568292,707108,605054,222862,153982,283837
60,409678,48135,124720,617131,313425,266456,167437,542027,594103,336569,452336,665469,686454,279533,639682,124756,76098,630165,313864,17384,678890
61,339655,397820,134836,711056,142464,441195,643247,241452,74303,105285,413261,403704,385362,453989,16992,163470,183277,520208,350635,588608,610497
62,430452,477630,520661,579000,98923,560973,447198,424610,282373,629308,320548,691792,447509,168730,474073,679562,668201,372062,359353,174651,361476
63,569703,298546,193581,568452,28965,511928,511976,634212,368463,66047,644593,711935,678568,40968,300236,236254,165316,352984,576915,229434,202483
64,364913,533115,674321,555750,646909,110966,337005,420477,87883,105348,544709,685038,264455,62646,281757,18855,163525,49493,607438,148724,221109
65,17637,398898,1756,685640,280300,229673,525620,386915,70135,458562,540699,357354,425920,464811,247074,613001,520707,138273,442429,426862,200109
66,479938,531103,517701,228230,387084,644781,416662,20193,261965,256352,403817,352870,433536,452776,193694,31262,76459,503676,41262,270526,392882
67,452957,534258,630790,585937,471192,193919,544775,680314,493952,700120,541849,479436,38222,685989,273556,183782,292620,253741,464497,545190,256904
68,642175,599854,57513,415087,133154,574042,591727,663860,427754,671057,524287,542356,620722,216592,210055,49455,374735,538128,249063,515497,172600
69,711155,171444,481019,36722,317586,320553,488085,370306,686021,403691,543663,387459,224730,437750,701589,234686,721643,43091,439147,144688,677746
70,469035,664044,315134,420851,582274,575411,86560,56933,573691,31126,412730,535374,697092,540556,486769,405869,43933,195710,269735,253448,487390
71,20268,289576,541044,513915,68183,107329,561297,645580,433414,197031,653618,448029,356667,9793,79659,573631,575106,553297,113921,50696,247508
72,41376,558372,564336,143086,387252,53823,462693,177412,73524,502630,609297,699071,534575,677168,98409,485145,65022,189739,406311,551769,572405
73,54068,184855,476731,85455,381944,545822,722715,110135,182211,317481,571281,522962,124174,342037,228181,380508,192898,418862,474461,246426,703968
74,396343,617346,176567,174918,52801,709071,318939,619740,275474,309509,131820,191861,371301,190941,18973,81214,665356,225141,576607,547048,349101
75,437164,514850,464403,314368,642340,370685,489080,527930,333338,657748,83362,194265,647346,231078,523629,614864,620333,68468,129652,566475,297497
76,316953,192955,34668,301693,83621,159084,30064,341424,500121,174049,381301,434413,373646,18598,304749,55801,365944,345686,422155,449522,333508
77,718410,630253,74540,283068,205625,256984,45724,287534,319562,717287,633413,153635,281005,605832,420497,669690,102273,227766,197399,625091,642605
78,81372,145088,626613,48008,437599,672572,450489,337689,522407,366396,42106,702996,459158,711668,177207,645371,489055,154461,288862,94384,73768
79,436665,548344,239364,617234,307447,655061,595849,13430,364022,512504,96703,407322,383862,95452,660179,266733,171720,193858,662316,686989,226485
80,203807,457155,473506,183071,3209,632823,578885,365163,594390,39533,541132,129719,41682,722861,310400,658673,372964,184739,115405,256250,457837
81,414147,526801,182649,642936,215814,220065,212686,231684,701085,258756,693255,116232,130675,453666,525306,49573,199054,692227,505209,372867,252937
82,694434,540747,486240,615544,639927,348414,407183,370044,98436,34969,216370,157958,609442,66775,273762,556350,571359,78859,106441,244622,703809
83,273970,515863,110294,663303,332012,512275,105797,46240,442129,611379,693440,417015,25158,563882,239100,690935,601046,120889,185117,252455,55560
84,268249,532236,512111,301544,603117,642722,644818,89629,274855,63750,310800,496447,282095,379629,296322,554516,318273,393837,533127,632763,105145
85,635432,628798,290411,540491,7904,481579,376137,54162,589152,464546,278332,291013,345805,279500,654989,344391,418048,99759,598323,113908,533171
86,386688,81241,522936,555835,527986,60261,90657,448953,479985,154558,237128,436101,278679,58368,151822,308114,363330,401630,124540,428530,73047
87,15578,578030,2329,692689,566262,383283,365613,607446,17767,29366,93168,274247,89988,325205,68614,676951,500412,135232,282952,609156,548081
88,87210,717931,261134,138118,388331,210808,322170,390019,670214,640358,219907,57813,255932,397151,244829,220425,535244,513204,469120,593873,276157
89,228115,521136,500383,140592,358848,702141,482301,123916,304083,606646,313895,452422,35709,283830,578374,427861,306812,390243,489711,708350,96883
90,452638,191394,578400,59587,65938,106471,629166,69202,566631,83087,501431,178759,344996,321506,394400,482613,26399,546358,229327,470178,641423
91,417145,396252,311852,222884,608191,222831,66762,531611,605850,420219,402480,241013,485215,634840,378434,14400,524797,203456,339176,657899,696783
92,186848,231001,495007,510265,287335,462402,523849,895,163577,206537,33897,628689,666192,104590,470166,706790,694186,699009,40747,5306,488424
93,190808,457817,3167,395446,356309,189932,560227,610537,718751,338356,138238,513097,509227,106334,200726,194331,419868,291027,649308,577216,159752
94,335942,396530,557226,404563,52706,497727,488227,90662,218954,290341,569550,510365,720144,548658,704770,678358,481443,193407,281103,454624,11928
95,430716,400969,712274,232478,485015,93863,500342,183183,343131,674954,562198,401694,23799,273818,97957,438856,352456,571706,467583,677549,468551
96,380111,705160,528354,616056,42063,397690,664998,299785,1811,650309,211381,659982,525314,565543,439999,185032,627534,557310,702946,456138,342690
97,45230,178529,670605,441073,392714,177580,675044,64137,35126,504067,662923,549065,26508,85270,279569,532135,709870,513394,110925,642609,254944
98,688995,350487,493643,86682,364541,3315,692465,39875,581346,695245,445134,634635,126104,108280,147246,60821,669502,179072,166099,151751,160640
99,380657,549211,209243,613781,541071,566321,113818,547376,219242,663733,610493,120201,132257,76697,153323,97821,412377,674725,293393,697985,226170
100,681698,351286,520034,75147,185262,581592,515478,602956,13943,211408,649949,386654,129240,453273,246521,510952,532836,187579,234427,555280,278136
101,520705,510937,458034,627206,619527,22772,305574,691079,136818,222627,630084,489424,582552,552096,705072,58341,434790,454627,499588,291146,93107
102,512423,274799,593731,103682,699865,544754,296875,172941,383804,325724,311713,341454,440060,95579,293585,169117,351266,530346,595289,233944,229840
103,74272,310417,434776,630615,676795,277739,91824,221262,297815,51844,587810,332329,472733,165593,416848,227348,69927,430229,612914,552551,475216
104,514737,553021,161510,277926,43313,166596,667657,133801,71294,156122,639482,102636,134913,285992,711531,555482,432110,216055,390363,22550,39306
105,171865,209374,387528,693178,278712,329279,659818,713427,379736,166077,79620,441990,334312,683010,106405,595633,471029,590257,252297,238115,66484
106,552246,462400,616204,14958,324821,318956,706245,618343,122468,723199,657481,680955,706127,494493,633474,197518,252772,610081,314097,200469,540047
107,227516,254331,386914,643052,143700,287285,429453,64061,556644,335715,229336,60106,659138,370835,430582,15273,56418,192293,144076,629939,133893
108,94843,333787,111426,446404,251655,682200,629922,373972,105867,255125,44778,116328,417045,704616,181924,605544,220778,162456,14364,519846,332707
109,103030,181193,401109,6661,619251,47559,162878,331553,570899,110639,331265,463429,388767,329727,353063,422761,326946,351796,23835,386903,413642
110,614791,679435,241596,576640,590076,517220,248714,407338,582525,72440,106647,508407,1783,648966,101906,416247,22847,131375,19634,356107,275789
111,201485,721099,32470,193570,124703,653205,364406,517004,678999,289882,90037,520039,496952,249416,58729,60687,44890,603306,630758,8276,572757
112,448991,68526,469529,388940,192122,205620,439455,224922,410530,328132,145611,469045,478084,24325,67311,488836,236967,128860,95787,422458,541254
113,362634,713287,449624,479144,97900,232672,339315,84427,129701,690227,259777,706799,471987,548219,289180,528427,570257,136938,57837,626721,90526
114,127291,434652,536831,176657,373049,367618,199513,265124,46507,137970,642049,180399,612048,341287,625917,316070,7896,48331,562914,142591,199588
115,139971,142973,429718,294420,332357,258892,512850,145339,41204,403522,190080,431269,238362,605499,525995,247870,348844,538200,89403,713473,181945
116,156510,519048,189928,696159,316624,700398,45580,497802,214677,218808,455685,721163,461251,625987,99350,387330,475441,394650,184443,633288,481237
117,573500,576550,496859,686123,624156,630632,541357,702938,434538,643285,87521,193342,54845,250159,499772,278621,424893,569540,48700,489877,315385
118,350919,600641,53766,348674,669580,672916,151783,56807,675071,170157,562830,433958,213475,256198,17000,148886,674753,721711,671244,288815,89327
119,169266,574778,232855,687699,323535,379864,599542,661326,172761,116439,278524,125544,490558,449401,70294,682655,111759,449010,340946,475129,477541
120,202220,141825,213091,642219,135624,717524,180730,366917,626395,188176,540704,644998,476820,658184,98858,353720,260632,57800,444041,348897,702812
121,613532,26668,363425,212339,642337,328053,448408,27170,184168,611491,122400,60298,206199,342051,210923,515286,407436,673119,597590,651583,230277
122,492202,366107,168752,184650,382582,160128,654431,347004,125428,369860,589375,13655,546465,39224,240337,621487,720384,26233,30679,374934,46900
123,65697,146205,136216,567060,274227,556622,365747,40516,455317,538219,90257,344662,323953,645497,252820,77109,217236,45339,535662,155970,186665
124,311737,402752,392448,328851,13123,435320,690226,491366,690088,237207,294973,577835,570847,103481,335425,402623,137078,173294,339856,511249,46906
125,79881,623850,260083,530430,56358,131723,322291,22888,623225,420887,631263,51204,543316,267034,151876,283421,83335,259571,41696,575380,105903
126,469924,161095,383905,462406,618044,124556,42005,81882,292955,162144,422829,448465,619002,74792,528795,439760,432978,431513,275565,707115,21321
127,219471,680192,264971,373497,562500,419490,156337,42883,486079,241138,90091,596930,293009,638918,557375,630528,640026,113321,333683,385362,149177
128,565629,246379,652490,562625,55687,68725,489518,698818,308993,214389,59866,497465,235733,12525,58143,300407,568874,172596,29310,631173,238388
129,506418,22600,249744,349861,260801,203989,331108,20451,263694,133265,706674,241218,20535,560046,378219,165273,107184,561191,382605,446438,587059
130,507316,286164,398770,587636,619684,519386,155109,137635,489003,648109,373861,597041,437971,268443,382948,285289,384888,201949,324508,211797,17019
131,402714,222571,140068,376534,86285,608786,667114,507434,320395,577977,39817,31893,13713,622859,90897,170057,531768,720571,158700,16168,170065
132,123962,401796,420260,32276,584335,117987,267707,639890,635674,111262,81326,41128,431424,643323,159821,533779,557972,669703,476936,604803,232088
133,307492,328186,58996,314310,14721,404376,336073,682952,375432,172384,306034,287263,423595,427625,518323,561820,566826,331540,157056,174503,336841
134,450102,472222,159669,340004,205105,360879,328537,154729,595424,444336,571395,510286,609014,351467,18899,103297,436858,42017,207651,57581,638569
135,210181,448002,141701,645913,372869,78168,521677,62991,11470,566099,449032,307517,670068,120109,126872,560061,582047,451300,411291,329461,152796
136,652413,433734,512722,669245,199084,407025,522300,665430,418818,146889,610189,319338,17394,706161,284607,631758,150732,312345,365201,99882,131052
137,704614,524209,359781,539322,181023,131578,514076,548670,267032,232378,563335,193095,336735,500362,676308,650599,671934,493018,441258,199541,141218
138,649341,700352,27529,331938,382099,658239,432044,715203,614941,506171,8176,221169,239789,162963,335382,115010,373512,132879,578979,497896,31127
139,127570,189336,123214,694790,699276,92973,93831,506086,210350,95529,690926,646833,682595,3726,416255,624367,670585,702962,466560,591442,254991
140,383531,42366,170309,508120,225516,232780,173582,171777,254842,457109,651797,157325,483851,23370,263061,80479,297437,193073,159096,139322,143428
141,482954,231308,577442,575688,558647,109124,244068,128016,13707,214662,463412,243758,267959,239016,242347,562298,718164,209271,89255,302073,637587
142,670338,208952,42653,495386,209674,113170,317397,123511,672741,658989,66337,524928,147978,81521,29541,38537,535487,398200,169150,104587,98891
143,614680,49139,98570,475923,113145,129200,45554,113456,578073,355389,653675,176255,708525,59143,507903,238882,306830,431281,52522,617603,437068
144,507896,143834,22081,500310,263424,56867,410470,378063,192969,425975,486535,140365,33028,721984,445183,426395,527764,231678,288266,364811,705311
145,634373,323025,541525,700877,461776,273838,284506,648319,212600,644563,147838,591068,310716,373148,229761,285769,715691,548283,378899,191018,606543
146,248280,684506,433841,580777,561937,211144,557893,29058,276995,386587,716713,722619,700439,211421,371360,283818,38573,694833,46029,432300,540950
147,148663,596106,260354,548025,321422,97875,30863,114646,673925,687324,695711,187531,680117,425277,266099,27444,541404,121812,388664,558491,72723
148,445939,616206,527268,377630,477762,85517,492668,107132,566114,719358,560782,573646,206494,8841,42911,122948,289288,550847,280591,226627,458979
149,206242,167600,191229,1716,604513,201811,643066,537527,241296,633036,475811,703280,11057,715187,197361,357743,472130,139774,47326,225258,606247
150,596913,29240,262106,506694,348327,374613,595729,500107,70806,415310,417671,154582,428319,532835,605484,103497,631102,334870,87777,704751,413588
151,406279,486709,79587,55373,290158,46907,606158,153396,612432,337117,599702,628058,313975,257497,588669,581066,373334,162317,122892,567120,400634
152,96188,481800,363580,512760,368547,333582,172487,214494,82124,684281,96625,234203,254498,156926,161220,161959,660941,57664,117107,45209,23776
153,126069,20493,505080,599655,530324,408674,435026,161544,611190,511411,398481,493020,581791,196109,636766,376903,232170,648043,115017,424270,571975
154,592602,506630,138496,134942,148837,223511,302276,338384,191451,343393,222284,703969,218622,538682,362213,681234,326712,264526,68038,350600,10774
155,119720,85958,325119,228802,652673,270193,122921,356674,593868,528834,232401,14693,148909,17800,372280,643951,428979,54368,677975,194791,116915
156,304076,100239,172102,268332,325545,419118,441517,355469,657879,209387,61363,508287,498278,170006,510181,492060,677775,649086,169946,194086,535901
157,661431,403340,450784,505776,349783,494180,167335,136670,430888,515662,56309,333902,368853,580160,412882,600126,521627,468624,184897,491738,470664
158,459741,115627,275042,138571,319535,123452,720591,208279,288192,272272,201469,305031,675907,383033,108791,464259,270951,573931,534259,85014,639920
159,463526,107508,610287,692546,583882,35357,223743,225010,10560,429498,423044,159649,271314,688574,686687,355491,640638,662267,250595,416672,359845
160,268032,568163,327970,452725,344850,84882,184874,276028,258784,311979,29631,642531,40485,607332,321561,89788,212377,80960,212426,92773,677944
161,367371,391809,147965,145359,97177,671801,287038,613565,339688,244809,722039,324279,510499,708681,440657,220155,412551,520236,330314,116867,348531
162,448925,697723,148628,334046,152239,475439,460046,381987,668006,350748,81961,56819,692283,488592,185599,719627,515351,563447,86063,135633,583889
163,329394,529926,668827,333323,478717,468365,9299,228144,125967,412440,528655,721319,2551,92481,618416,242992,39735,161596,229352,635677,148728
164,114666,196049,376786,267972,558132,469641,709423,17611,198188,582197,144430,12420,321889,269836,530905,641973,264865,523434,52088,603923,57727
165,44428,352801,559715,529213,623825,702908,41050,154131,459763,630652,675075,357168,409783,359400,606364,465887,709242,174033,374914,410600,600191
166,254173,437433,280848,440016,400292,680963,451620,602199,469727,531662,129085,225623,2264,566928,396756,117874,33261,522043,115317,9500,467858
167,573134,483048,215394,705379,584553,142595,468693,639157,513365,52978,148670,608931,483658,483712,231634,153780,162318,101658,222016,116146,401004
168,89113,417888,691179,721604,509078,442508,492331,429576,276155,189649,722188,586647,432390,428998,275324,660165,337476,613619,287581,663143,487310
169,12435,714797,477049,5059,53037,37039,604794,518653,50359,693271,67149,4914,653627,54803,633925,148136,504044,481068,135443,505022,251841
170,720411,223705,596160,162448,718985,315322,179932,621225,263299,16490,195568,37628,7180,423113,529647,296389,546773,242103,47085,200345,135267
171,190628,439987,345490,96386,394476,28447,363498,415049,123528,701569,49868,693349,167509,160293,292431,127868,239207,574014,308217,521868,625999
172,655389,432877,610125,252043,215114,572118,602272,213732,441827,202029,308375,155245,697036,130074,21007,81909,166242,442530,308935,298637,398461
173,610086,290760,360412,606225,392792,682250,487995,378364,578604,665905,6359,569311,557658,528422,147913,535507,519032,318516,450621,128788,131523
174,289449,36442,293302,311283,664934,595622,575076,193676,87972,84998,547542,606097,158461,155140,357874,71276,158349,683558,235400,290231,158254
175,420491,421215,256461,552607,138674,635497,596014,388296,51441,141939,447909,487480,673958,598156,486915,505889,422198,531294,623919,3816,382666
176,709113,437381,225984,569619,539486,362403,554030,332489,30499,163002,180827,696768,362836,704174,640168,104248,278335,284367,375439,700558,55937
177,681309,157711,217517,252983,220273,363084,425370,369160,462454,668854,359999,334001,171423,635708,457123,82983,49907,230891,384524,566602,4306
178,63855,720478,49608,206069,69827,709994,616005,458527,276596,554049,100944,524881,607550,253058,362714,566374,629836,714043,193105,557739,156925
179,298286,632181,345764,63266,486697,274830,424368,206459,231240,585932,221006,547232,383589,684052,320994,312029,3311,619276,90535,17828,270835
180,528516,702726,244955,304630,397358,278135,677132,548936,283922,81702,328649,589590,568101,667157,282728,717540,45521,599403,58080,259844,542404
181,102075,312986,428427,722342,263638,573696,439052,466653,67897,169533,90551,35171,386803,488147,114130,602063,717976,366852,230123,444935,44026
182,600421,313588,360266,647617,340835,151680,401860,646486,469601,109010,640382,461423,219859,691622,424510,211435,643138,388513,591046,296483,258319
183,625663,566855,11748,722418,544568,338711,450568,75884,42543,510675,717504,327880,144352,653799,683467,41239,278986,365202,282086,67400,229917
184,483516,101318,193698,640008,4782,580317,146852,42874,346701,405508,122383,173976,526555,238036,102796,514880,529200,558954,575278,14177,280198
185,722762,291281,286263,266311,347636,28888,459319,396849,687556,422741,64508,325994,384115,720110,337338,654027,299507,20085,681877,616554,188451
186,153467,100212,11998,38351,314321,293348,526812,483422,522975,39324,26274,596070,41991,619100,42395,512617,593974,580680,234702,294453,85070
187,572216,561155,278194,276509,458954,111513,508548,2722,299262,275778,375265,633529,636179,3971,123920,623182,176738,352209,695266,623077,181536
188,31479,403103,304199,429503,125927,373279,311497,372189,157391,431959,274541,517278,376563,622852,208923,350116,114084,704653,722677,379334,318160
189,273456,592949,245389,406218,186577,550832,145747,107893,236267,494988,144650,213163,332902,646354,138623,142125,710197,110685,185049,103165,625690
190,540384,86541,481213,567423,652074,545799,509592,373449,71622,69654,174181,87313,615141,451689,351745,636705,712638,555868,22752,206367,563923
191,298695,220348,638257,7336,162028,268464,279954,597980,151949,3255,123395,103427,78412,560768,353007,685864,321900,192551,271091,240554,590711
192,706903,204120,403247,406652,268592,318729,217673,446232,510835,481435,631151,487629,277862,571654,670480,435031,257428,332035,343647,558335,482492
193,580930,620393,332128,171277,660113,410527,690603,344485,111124,644468,284121,645697,635352,48484,497615,329553,519452,515551,493431,320182,607806
194,140922,591626,641074,673747,263298,88462,304057,685048,504408,312613,463001,473723,449668,526147,479319,25609,678227,676435,478108,255044,397509
195,329073,133664,55693,469041,667142,570667,545912,282368,552184,9629,508409,457050,336761,627981,399926,385126,417118,652416,221235,675477,526846
196,464327,316630,81968,688362,228894,537547,645722,482723,270451,439755,167649,249149,634021,59868,525220,318224,533491,586551,194798,185841,40058
197,93516,162298,213377,638696,26841,104954,438299,241298,220152,376245,170586,606957,699568,7856,579445,681905,704334,386312,273442,587589,678330
198,214283,544087,146686,65726,239217,451676,2230,480509,38037,55840,342570,409291,103276,262993,107817,159076,365209,628934,474846,627926,455291
199,378634,488376,296328,80977,263095,344924,176081,257790,592960,541301,297378,254317,564792,706685,465007,120663,447165,147300,49724,241440,83922
200,74779,47577,511317,558156,66951,487861,114402,699068,96406,257233,360572,615149,223233,154840,362122,500262,18472,2933,518283,179029,109997
201,112283,154628,92785,541374,720504,425544,419349,690221,694285,408798,30917,199648,714393,627421,279462,183810,525259,101357,158280,691151,344869
202,15655,608013,138587,114514,309018,110888,198359,385023,380966,353144,299973,472435,385966,43923,107697,675675,154942,80189,32921,703499,523430
203,163048,190816,473881,579,596529,591332,714275,649944,292408,577153,494789,200000,699767,263893,484174,44944,340939,607741,28221,314474,140353
204,145555,103759,646257,640802,177479,694662,374586,459053,19578,465640,591420,664662,317627,273467,48810,274315,222773,33766,410291,581480,230446
205,246042,577986,131518,203449,232019,377839,687680,632274,535970,58486,235981,376153,58758,272495,661374,140619,464417,571675,505921,315561,449588
206,32694,602186,613197,644515,237954,687892,206635,153867,127222,186762,457720,302975,219647,49803,495809,212809,273801,209472,355657,421890,322964
207,553013,555513,364234,144629,9175,632120,367875,105104,341088,83228,721748,52394,720016,123559,674248,608557,616962,482374,307975,49633,66032
208,511215,631043,575203,135706,638434,593060,272118,270695,129902,414509,514288,645586,460123,611909,512761,311247,379378,611615,320904,531716,193918
209,441218,720939,107877,106294,705932,463797,539239,334153,136795,678437,111170,83474,497004,92482,717968,292568,419940,678270,341484,115145,11470
210,113623,340221,114106,163718,443697,380099,301076,511282,350010,621457,514119,500153,635705,87575,307829,166565,599973,450287,260507,507402,375635
211,179273,67466,185105,185552,436372,39975,233345,19130,631603,688002,46377,52205,497480,394115,549580,249830,443641,550839,566053,604634,348451
