,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20
69,179852,549841,170629,132053,129902,435616,434238,406893,39373,139578,283112,311404,632238,53065,303233,76195,313519,258456,179427,673882,125333
70,451058,355272,345817,255542,713845,350618,295040,176495,13691,455497,613733,609908,71404,73885,119038,286655,450441,500205,53941,712550,197968
71,244082,275281,167496,688567,566461,532228,237281,43075,607789,636469,642346,356259,251105,23768,617954,267816,395669,142512,619973,632191,92556
72,35777,456201,230399,371367,57868,2148,714807,719450,267527,257121,135973,387722,437477,370100,493615,180624,187329,395672,271039,296066,239278
73,259107,26859,162676,487999,40138,653994,187219,358265,707513,326600,371628,682244,677501,469644,566377,344260,539969,546954,284202,232539,337727
74,26871,205166,279889,449505,398510,307423,150636,518306,601333,219114,491229,82382,54399,257629,623275,159848,648393,235954,494287,439386,409288
75,151848,703662,329450,309156,332518,233723,461484,465440,675018,370459,188731,213271,262874,727852,139344,404674,454990,131620,690820,501008,674613
76,617395,449841,149569,278974,194478,390259,593846,492011,383731,195963,379008,497015,197604,319430,404883,436607,341146,52531,598099,422627,209421
77,719006,526269,413650,400536,241034,600624,233091,137493,441447,72312,475349,378564,590375,556847,506118,422751,290505,143545,295495,462093,243449
78,440400,274910,708587,712476,493444,69538,156380,601685,298668,425351,674338,482932,581736,5946,4634,335953,490395,216618,41255,369611,40832
79,294005,336274,4325,560598,209448,625074,586528,638091,337743,556370,296749,170223,640401,166650,512504,275701,576528,292116,129984,667938,601225
80,620337,411942,640363,421098,470501,502133,70218,658801,571503,229186,635809,569540,599056,115835,334530,406053,230619,552024,516025,152332,579801
81,639634,616292,660750,231226,269461,57589,393608,137916,590883,506640,434137,214499,39164,590924,593970,60555,157866,401445,156386,54509,221393
82,541405,649235,340518,652594,52678,234284,453320,155250,23918,40572,654456,76221,571607,196999,581754,522453,164291,30962,548288,676418,375539
83,515896,250410,608802,618362,98298,407418,545684,174126,675792,662639,667551,77860,60924,706429,293733,225401,519612,369617,311036,541601,276383
84,410378,182458,440004,326589,233606,595506,403321,35406,211869,664325,648684,526738,203899,411300,419256,354078,342831,568118,173679,383758,498830
85,721055,703200,101369,270525,284751,708800,214505,320865,150456,120987,84181,658311,292372,619960,520811,213433,499870,3489,112955,283589,229054
86,160513,600782,457450,333448,481799,41223,577236,32617,163189,727470,655045,102026,236012,624199,91647,64800,269416,478701,432760,218535,675153
87,220888,364367,132348,329237,295731,658978,430346,2067,85821,82726,674160,330016,47066,577594,64891,623290,67146,248699,263015,727032,177365
88,671000,284791,610850,392155,704264,624913,389531,194969,474095,181026,357287,34118,365004,267262,94848,638162,327906,84092,375385,30719,274649
89,540835,296294,300049,35073,548129,510829,483373,506273,389677,341357,132929,103054,256869,683265,677048,32041,401168,374495,710585,362993,442542
90,171435,664053,66480,151545,68271,173648,242782,568649,432542,696207,729876,523434,234475,340759,547070,624852,660779,199044,725328,592373,619201
91,655731,331529,252429,684675,8314,230858,22942,613642,740369,618452,532522,198313,18999,720198,555057,623361,460358,80940,368983,292132,484277
92,22429,564195,600142,534241,628023,224763,328036,124439,77139,63911,175867,640522,264398,280071,214595,330971,448926,82316,525804,529206,452156
93,299418,177440,141046,96024,669176,52646,284433,598001,95770,322283,718174,585610,676294,135417,536856,631974,193606,104427,527777,226115,690068
94,530667,28193,716830,377351,112072,259952,565148,692531,626038,176937,667197,84317,695788,337776,508090,509837,568809,150117,462663,486837,60527
95,591303,715801,437569,66277,479470,699118,423307,510262,440499,326292,427762,718455,140018,175994,537382,584054,179490,633815,277421,506738,64058
96,436857,513157,684165,720308,254407,645038,322329,396144,684580,169478,232178,464927,245174,594608,477828,519358,441621,568067,344105,121703,326511
97,218806,188506,633417,42822,241439,720903,179250,273709,417285,224352,176554,254343,262231,559737,557917,596251,721444,417201,449251,468,198245
98,611417,595405,323133,313664,327638,355369,214301,731546,562645,375226,208577,307913,475465,487783,283453,495676,539364,19042,282937,61498,620167
99,169416,68878,431919,717969,85360,544287,477536,37458,12979,462251,28865,264016,97038,570450,33368,59199,417365,385964,650883,653022,47582
100,48680,216977,158569,231542,32534,535683,585582,714809,314327,59524,627407,204440,75695,80674,124694,242200,555750,435262,510711,137235,425294
101,494018,576159,605038,205434,586899,691469,173705,356427,42025,602817,296675,101215,613078,144111,309250,303042,326935,383775,187352,301253,51880
102,195966,426018,323910,469497,350535,688932,620912,314421,64699,534603,82743,308078,368300,731070,502691,165791,370384,253434,234793,315529,112593
103,400062,727177,452133,295465,436372,536117,138255,698681,595669,402005,313323,39645,526718,178073,365461,392588,571970,50700,514511,667591,560618
104,503948,382619,482871,492839,708539,212100,261309,235667,23408,665511,314618,556117,267624,640894,381310,245666,283131,289161,188708,77436,651934
105,476701,572294,320103,711016,325339,482301,421953,118496,175104,609120,621038,22842,529179,721635,555423,194883,610219,542604,417049,468445,438017
106,5142,510596,445928,236650,104398,585448,741440,529842,325901,150691,729222,679916,24396,88102,555565,152725,474350,732738,172710,473801,631169
107,481670,692843,747507,564194,473673,580159,527860,159199,674834,689062,361118,415633,173178,639844,645301,74231,196276,433479,652341,43805,226323
108,489876,468643,7045,440329,152302,477157,358441,506107,162059,481471,328619,470289,421087,113339,255398,503848,238515,297406,663147,716266,120172
109,95180,337674,263134,740018,745194,370450,655343,143729,40379,706601,392052,297556,71949,679104,248774,599389,72638,518174,468051,568236,549784
110,537246,12435,659539,226683,237941,553031,637910,125071,342277,653016,465873,383171,75521,272291,601675,273263,480579,216871,310837,296004,461426
111,141776,744842,102678,388662,154399,3807,236281,50391,275660,722397,563097,553171,47830,576904,173360,481111,494851,338888,317415,261458,587185
112,198293,151538,115735,622560,636289,734133,368692,258589,112801,96441,48075,504894,278680,425464,361596,35480,35333,258924,607341,598205,262671
113,335445,32374,487444,142002,186893,516298,550435,41250,607637,541987,629497,556546,725812,265339,714080,240412,189490,91589,160681,120005,297322
114,538094,172616,445122,13609,470378,373758,96377,686996,233111,93588,379344,200205,346316,407165,343224,280215,553335,622327,212620,728274,461777
115,148552,653404,41383,165177,722825,299999,116313,373704,103298,233951,670946,289951,563807,706422,67347,645949,309402,601342,403985,619433,239146
116,533497,668099,220149,445994,177787,261768,331864,195175,521781,303101,495551,434161,32757,510838,394714,622198,446062,614622,207208,682870,474553
117,272463,465713,692812,59073,131738,277364,240064,189960,174056,453888,454750,62883,512243,161810,429118,533224,276357,639950,493332,366830,139118
118,113258,450088,479015,255937,550923,448031,660785,595583,495190,582693,303396,286071,660405,406588,262116,238397,281331,139169,296802,432068,632514
119,181716,624267,311266,356578,345603,341631,426278,261591,157955,635623,384314,695923,747377,559353,721401,77224,182225,590538,130308,386395,658682
120,198190,188628,715683,357317,509378,698227,312684,722191,607587,568247,248864,53492,228322,28409,583168,650376,222371,171434,258049,512301,668899
121,52860,152414,624174,716033,539483,236143,296060,542913,718582,544997,64217,508520,650254,142827,303370,352447,502687,455604,746079,626366,741535
122,136096,195425,711420,126069,698915,413990,561609,667723,631521,368244,430436,664670,282419,561810,317763,432722,266560,606600,578092,567572,687510
123,118266,68801,491859,162451,123731,67394,371004,61662,291493,152731,108640,208228,71155,330824,94894,18420,86327,28981,102742,102239,367975
124,708507,155321,195212,498098,31847,655501,6763,74236,186783,572627,503444,490107,112902,580106,545196,144063,688368,223253,640353,330629,433207
125,748056,429516,119747,91042,655819,103971,578196,354165,714636,13851,678238,267918,628926,623398,377466,575463,561921,381832,407528,203254,492702
126,84167,163502,449752,25599,321069,52896,176043,499377,63344,362764,237803,472764,617584,173600,649244,691186,663303,222063,294299,534248,424598
127,527226,705554,550380,191217,2971,563435,295122,54709,610233,568793,107309,259714,344781,322775,397095,292785,454186,221861,125588,374859,375679
128,725624,399431,3413,73069,85392,27439,433359,556709,698541,679021,689351,421031,228395,123296,327058,601616,579248,8204,668853,564187,429519
129,327810,399262,399565,722472,747820,448454,547753,633402,172358,275999,548960,322174,145635,615445,638015,98446,110833,521176,439249,721313,494273
130,293035,281933,197214,242794,413024,592619,80306,93708,172981,500695,666322,101223,138766,97673,316959,694120,380139,16421,69906,178091,92472
131,466639,257672,591861,612517,462684,436839,686300,700504,294464,132331,365468,495424,532047,28775,523562,640464,635876,105115,378188,417841,706503
132,647122,329511,717843,150483,710855,533182,747066,46822,127781,681012,17111,367169,608637,601517,674606,361804,540073,375407,667596,551344,53063
133,86383,346868,262835,240799,660827,219824,249042,598773,474116,618574,558773,269980,645568,486068,720632,217486,560554,123290,680486,632646,321211
134,281766,341075,349945,170785,482359,688878,172954,573722,610854,637900,603745,239916,594380,299424,653298,602809,279196,727793,317772,8245,263437
135,399764,340241,86528,394247,141673,720749,271801,388684,703143,546348,655904,458620,507023,150507,574547,611308,714075,367881,344362,704464,44582
136,198567,687287,143224,580511,451310,655207,712064,112640,630151,367112,165844,334767,728676,374715,605121,80727,198309,9247,13117,158729,250688
137,211065,56406,135930,718076,99331,342482,141913,709567,628147,348336,523515,540315,255013,504829,703238,569092,254269,460810,285050,704424,410687
138,545560,447625,328331,678350,218521,597194,11367,258695,429665,74728,531724,688116,339947,695577,342683,476175,236021,218510,59865,283489,60587
139,181494,440174,93739,294986,240885,538196,360718,293027,437028,501496,748952,258181,633399,395743,400352,389819,256053,299030,435189,135732,464458
140,417482,15149,307396,27535,642011,129043,563135,549056,722333,592760,506570,656670,665220,474446,741144,208360,388654,654236,545957,736579,578453
141,183679,436178,275586,734848,56127,354751,416541,522265,4582,150302,530467,87610,488774,40280,552539,709813,437213,414779,51344,183993,280766
142,712483,517223,742830,197209,437190,727509,648784,547684,30088,322276,230277,28886,419599,674837,309422,340734,409860,398269,705956,384194,56009
143,686957,167746,28984,223533,331651,513179,67077,478657,20094,57418,498683,683176,696821,694082,223264,52932,386096,36432,679530,299561,87449
144,186755,252871,21857,221752,41424,179844,165594,728135,571400,180271,308651,702227,1045,645698,447364,546254,165368,383712,605870,463858,472376
145,204201,738871,644186,410490,287502,530099,407665,663824,346834,650958,403870,209645,164115,91601,536165,274916,267744,109519,485170,31635,70932
146,209740,465782,591512,434092,31910,37009,176005,687346,231810,370878,301801,313803,151813,3292,87587,375642,498563,652959,715058,211687,748828
147,272525,498780,8085,43905,567853,70189,193574,190705,192413,640021,230830,378432,73296,713018,304356,249500,311554,165470,266310,581253,715842
148,698075,752,352891,665516,219560,707077,425805,687659,527248,407455,255420,147048,435078,202749,739050,361180,581140,643933,249095,159197,704100
149,241731,676179,27283,171929,132636,651113,370378,47470,206667,153872,17205,581025,613876,172157,424003,647690,487291,579809,682803,430160,79031
150,715355,86461,352675,137674,590555,305653,312393,274624,542626,84894,168110,519039,388157,570446,597526,247742,125374,114986,672442,721858,95466
151,354770,336458,439131,455132,35755,625709,12834,56433,471572,169398,219498,359422,109566,197432,550728,640958,695405,451188,524959,383604,200683
152,547334,612757,104453,677593,562761,435093,235641,455118,357114,720682,735165,466916,250662,599329,436937,162335,453564,310889,549080,178715,473467
153,102188,234037,446292,162447,144582,231969,130645,188093,544558,710677,690222,173602,130771,710573,428104,179807,80364,295384,160844,706851,690212
154,479635,568512,134784,268722,308209,453173,307011,56224,389584,275941,119915,390446,579562,720595,297376,504768,677448,475842,623278,249052,497950
155,360677,386918,397570,465910,529340,380647,605118,540401,106223,631961,290283,541802,15955,398341,531797,618882,527859,370976,703349,586838,473438
156,473439,4651,167761,739856,519957,603029,490923,144356,441754,490076,421825,618394,395168,609191,191962,84685,697537,295642,348309,500690,135303
157,603014,426631,589612,121947,727701,715532,86777,529641,172127,125717,455773,549934,82903,736185,19982,451047,64599,393625,185347,7152,474451
158,438357,107289,613545,10068,126016,387316,286346,102977,585820,228281,130486,160781,713990,580548,70536,149454,410761,714794,364192,514739,469162
159,410284,157520,532266,687212,738172,270212,405192,746912,152037,234519,430611,460307,541992,152459,275331,194261,219614,610630,562060,720000,134630
160,371313,511626,243658,187019,225620,236178,515292,129639,530958,427995,531974,159049,714480,451878,739194,286462,53802,419090,573117,466111,441470
161,671016,465740,735772,70846,440527,510145,630001,327201,128271,617290,729238,164903,649820,441616,202494,224292,467659,236345,562992,30949,131742
162,630610,517609,646449,565229,549994,430471,268218,531789,560883,138807,543859,415183,650562,131524,711228,36769,662482,489108,207040,182493,193924
163,552940,683047,456785,279864,98278,400150,117230,375481,613539,552759,288961,359148,115297,45213,557628,577973,381735,583894,238015,212562,81475
164,615571,291309,697949,235828,542718,459593,464829,179578,17003,501766,539674,261520,522586,620742,699202,363930,264077,450832,316432,601508,12499
165,600049,529108,612422,108403,140243,659491,250337,239144,475882,22636,348103,117424,682606,122746,144718,70534,217188,591381,420967,695740,352787
166,486001,369759,527088,55177,32891,387949,402473,354946,406393,710607,563451,218481,628184,565584,645352,212335,719080,481315,16386,367248,658652
167,365357,592500,682474,106739,647906,354272,570003,680340,429046,603907,703332,602074,513891,160191,175541,162380,169233,724258,498131,517056,428294
168,468237,501000,744500,350894,239725,117242,98348,440081,128721,466830,57261,297656,663146,701231,384347,478054,101286,61274,726357,617394,560406
169,248093,24265,721123,543461,494490,517860,448283,599853,70597,679971,314323,358301,747375,571709,255527,327137,169754,15979,626427,312813,125715
170,745711,63565,255638,731130,243577,394966,175538,499261,525616,275198,353040,258064,609211,443538,253225,283257,213835,2509,581155,15478,478207
171,107563,333903,340709,534386,120720,552952,70012,440373,368904,685251,48270,181383,731486,186095,726513,558783,746185,210329,623922,386836,674197
172,609756,351546,73620,554095,51807,128316,422686,664278,139627,295361,267947,348325,310962,193165,614988,388215,680656,673297,162771,185229,2296
173,14683,418507,186326,331541,100553,644979,151484,620158,101929,162200,269954,390299,624868,617231,1072,190261,395292,333253,103881,53606,86979
174,464386,225790,723497,322229,318081,578484,642809,392458,180967,181117,194168,552062,180342,215491,40002,419215,222714,433766,181559,39857,577381
175,263312,24488,718937,728341,681332,598613,418273,478593,429728,81183,718070,609204,558056,373785,620507,456528,76007,529478,133681,539649,525760
176,321762,354115,448042,680950,492506,334611,513308,150944,456721,32738,79806,224577,718244,743486,658678,480930,234719,708639,510559,477713,59386
177,460820,282786,289254,595641,423535,45919,103945,411994,459211,612116,390236,427690,273420,26634,398656,605907,640216,365373,229447,242347,153375
178,518877,92986,202424,110963,618226,671178,740525,561179,116739,583229,612184,178231,149719,460564,36473,51944,691521,323235,144731,123071,430528
179,467282,648191,102225,468281,171225,342881,668671,694724,407792,100869,578913,310282,425630,164766,286514,65214,684603,259512,91469,79828,129357
180,191365,363236,142010,667754,287613,445465,249255,292783,586156,391680,655221,326242,420848,560708,97943,208603,307126,6676,324253,492596,706106
181,224618,388982,413162,107540,554055,405682,33162,148940,499044,501540,450207,319447,694537,552785,158701,687473,459050,104478,91820,544997,618322
182,280348,98884,51178,80871,503045,668611,628530,508714,446343,168426,228836,418828,48896,24553,454675,569522,18609,565400,631710,669469,441257
183,667685,421645,548964,579503,648738,507803,322809,309346,192253,701489,482988,468759,695657,74833,4263,690461,262556,33005,651379,623542,478324
184,533536,572188,319579,575185,667711,62419,731739,9325,338292,236716,140359,631861,585816,549422,606847,344628,319227,681824,26494,297508,328234
185,488279,123794,508683,171040,310340,415723,433575,291436,503244,425327,221744,331761,64844,111278,340913,165174,53891,712157,703949,611513,568765
186,748874,690239,688356,487852,280455,644401,594691,401255,439450,270724,506075,735696,559272,216489,531129,505748,375815,314771,223240,461668,637690
187,571187,532908,571331,314412,281165,177969,127999,521865,139731,519665,87482,420077,729905,11373,82375,606289,468215,627029,338833,564096,598664
188,553801,275071,359577,175668,128794,262090,596060,581916,239934,200293,627921,736575,479725,562799,614586,579413,394758,660825,327170,643212,54549
189,518365,295101,108842,189738,488775,445764,329311,377490,427743,396519,528440,141891,742239,380931,172775,261370,503072,227674,186535,574574,176435
190,255329,52487,383608,194031,194399,108259,287253,79854,401497,283540,527302,23200,636176,395188,549283,57741,100327,260666,136320,428533,258332
191,373519,239010,430573,625696,684006,337609,484189,481193,107173,118426,85564,267519,402495,703372,245621,552445,465500,467692,667972,119851,273124
192,425278,108195,354132,699976,320318,486830,405487,48841,42058,503196,76249,561022,455281,414734,731633,185037,216472,174431,182568,216853,635403
193,650505,261041,475089,111048,203495,439436,476142,362941,524860,600378,329711,365208,596247,39849,81397,653913,567896,550684,547342,200730,697299
194,515312,584103,412450,537758,563784,491133,241840,158884,692193,343732,573732,327369,292109,287401,502490,721330,492462,65588,635921,154169,351196
195,502157,111264,132841,82881,717128,103798,342873,222006,632599,690181,462230,579640,668411,516841,525246,278675,403018,331080,188404,12157,323112
196,628202,357549,173500,721983,273812,112326,738777,16056,400847,156661,283834,132547,544882,253061,370835,404963,426579,117713,523211,500936,739824
197,599141,353115,59611,379897,119839,161533,4012,695222,225068,290789,5086,553492,437152,47253,340071,384485,640786,277268,284195,5671,477064
198,595392,133690,700229,394334,136272,605504,469150,58705,366598,536621,609398,455941,724005,259441,454613,204393,469978,434096,665335,343405,342678
199,6341,195249,713208,294406,493136,554195,389275,146224,231128,192306,272093,495266,239110,396004,430454,294096,150152,523798,152680,701063,289582
200,726215,738704,542272,394773,452932,317841,247739,176500,353147,127271,501547,614904,675406,177128,508428,335407,23538,277127,337331,282502,112506
201,398285,190591,143100,376832,417135,339672,616389,466057,51115,391149,319117,95355,559014,216580,462143,216815,699760,469955,316858,686979,123928
202,720615,501665,565222,288881,592671,187370,620196,340435,678135,382806,52313,595707,138373,589927,599990,520423,59180,662334,173243,693281,146506
203,427583,495177,536902,44482,126865,339886,445033,732993,687886,234741,558966,735594,571345,107251,650895,18989,277724,48210,484933,357555,310558
204,302342,134646,702889,157257,184837,403581,44274,42390,86825,396512,322892,704297,416618,68089,394180,641317,178897,361642,91449,468261,583282
205,24487,548106,189634,744471,710695,588627,245378,388581,10212,544129,518588,640720,126625,301347,416893,122881,123249,637758,471610,6992,114838
206,76518,446076,496603,202493,705839,38387,236575,576561,281860,4103,288643,124061,220469,508781,332104,249202,631304,686017,510162,581868,339942
207,670330,106922,310893,79523,307725,532566,331078,592457,118133,39377,257144,668509,539582,311203,147018,725153,59308,422264,478607,349954,279746
208,548395,460064,382233,554774,506255,733585,420590,79723,365110,690083,685939,139162,716897,25628,172804,532164,534775,13547,286241,25260,429344
209,224348,616467,337199,544810,370739,631235,384789,449728,541394,58394,212654,34154,498727,582825,419061,711330,321307,408724,195562,35858,297566
210,569706,431947,668610,673735,101825,284566,466959,49903,622925,410127,130710,394145,423549,446030,220193,413133,473719,235912,43508,490234,122693
211,700530,359636,579656,52960,179735,472344,132274,435541,322405,305110,732494,176512,62410,525993,488207,310287,185339,38002,252799,74616,210684
