,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19
17,151186,2047691,41260,1384012,2211934,1114273,1406522,272650,680981,1924699,1673169,1073325,525322,582608,645129,1165206,678996,926210,1399184,1050437
18,597632,357668,1733681,147630,245306,1182978,997531,65193,1520203,1893389,248417,610571,2031416,1809572,292888,611012,1199346,1924235,855197,1079355
19,525413,1869790,1455885,27623,245325,231028,702299,769495,774466,1384682,422304,1498508,287510,1069823,1596381,1270906,111181,1307540,1300619,1495459
20,793376,1386962,1234387,72037,2051650,325495,1698440,951425,681412,52635,1345479,1017291,1514971,458353,172355,344590,514906,1462436,600194,1766375
21,1738638,1405897,2017451,826003,1812860,2143859,899582,90032,576709,757787,1804321,1023273,333876,1087109,1557851,1705820,793243,1053040,1621076,111290
22,2087711,980000,1843757,702190,877426,2111978,581764,1937443,1693836,2095054,273078,293407,128233,1487339,1040840,1886770,338707,1043587,609892,1424501
23,345085,1365081,1840213,1475290,1344358,363611,658517,1500761,172592,2174116,354837,2079891,1807571,599399,865828,1581200,299952,2111615,310576,1188198
24,54017,1298691,411287,681216,1571933,87625,1443372,1748757,1761875,359665,99542,1248757,824699,2114718,617995,1204514,561353,117409,479130,1567832
25,186032,1673209,2066985,412447,1619951,1058615,418447,328513,2237312,1424735,990946,597422,1979702,2082206,32877,1607771,734120,1843909,102753,930199
26,820612,801135,344068,418154,494302,1618831,1105503,462826,1328840,451002,856509,1701880,532056,2213566,1545837,903356,948988,788391,731209,356573
27,505928,1316048,139432,503553,31133,1817551,1511060,291100,1245365,142889,906118,1250579,2127627,301342,1169460,263249,970201,281819,1138793,1879345
28,621883,173360,761381,86543,1961685,960361,794344,2126404,993011,1916993,1716647,1533577,203030,1245587,1399460,715060,139876,185432,433222,1934580
29,959417,1900004,1122114,1740390,828588,180594,845422,277514,579701,83837,523187,1097177,953742,603341,80781,1091507,1948241,1387753,1613141,217733
30,800067,614866,2132016,774767,1821547,57012,392597,1670196,1272034,593600,478243,1395993,850972,541836,286742,292734,1964121,1410439,1060338,1986200
31,980890,1200459,317462,1001805,1267440,1445926,2082694,1455519,1799360,1548423,744138,495805,791326,1162871,1531350,540347,261433,217674,1131779,932099
32,2183381,1241096,798368,854458,307291,268981,674033,1567004,1488994,2181580,1346273,535426,846597,57007,719755,320463,2126694,7584,331893,424803
33,1773130,2240783,1952335,762564,272002,1197921,1066026,1844298,1589307,565591,2004344,1699615,1126565,75307,1579019,2056964,2045105,130626,1774763,315861
34,954583,486620,1352039,1579582,1052988,707640,1602842,1540318,1969115,1589764,1659752,551780,1112226,843900,943663,1612054,273475,1058245,883266,1156224
35,1865298,1040544,2129042,1793793,311421,807052,1878070,407772,2148692,1920471,2175575,1161738,1640152,1699368,1277588,1719860,774627,1504407,368864,419369
36,1504184,742185,801956,129138,1780017,1972652,967091,1170008,591314,2233812,327386,1321582,446689,1485858,1218876,1004480,638057,795775,1020677,1853916
37,1974398,198157,539457,1777738,2175059,2068089,2092499,876678,1917059,1095488,1242080,1015467,1499662,2181554,1001087,1261570,1757731,155801,1687251,1206437
38,216748,2188609,1638355,42432,1295700,1860889,404683,1677406,580582,750670,2081444,21835,1907419,284993,856880,2224173,2064358,311863,1197967,801561
39,706655,1752233,2118436,1270875,1175481,915788,477711,135814,1759300,1303607,84626,115941,1544164,1443005,139144,888332,1378434,604629,1978409,915028
40,2041960,1710357,519083,1809496,1549769,1930284,762411,975835,320062,283039,342614,1611657,838911,551856,2058694,2108999,1412491,1836970,709562,754837
41,2173014,960997,1644220,323437,454366,729494,283974,644039,1274067,48166,219538,1830479,1174432,347125,271181,737794,1446062,1959629,883187,465909
42,1436057,1598601,746942,813183,1384020,1536902,323255,683142,838164,1348420,1612031,762118,1616797,345330,865658,1039418,560931,1913399,1795550,106030
43,20871,1499633,1833991,1780990,214729,990748,917042,122785,1088329,2166060,1884029,2094185,90100,376675,2181702,304642,379263,1813485,47116,1733314
44,1885630,2226462,394862,902713,1338180,78615,513266,2165905,1845307,1972842,1846915,2056415,1745378,1146679,1299306,1376602,1459137,1186998,1362242,3046
45,1723549,901150,292608,573031,869572,1440079,1502649,176503,1905970,663904,2029627,2063627,15543,1817284,501646,1027671,1323383,828893,194539,788306
46,1969679,441829,1200301,1782754,2065523,1416923,601184,1760044,136022,1337691,781549,508537,626834,373451,302374,1972503,543,94143,756778,1774737
47,121494,1770970,1909130,647570,2175046,1682904,2164985,2230619,1968786,421695,285396,997031,829169,718099,1288736,1397596,812167,1174451,1841366,1722959
48,193796,1386812,1618216,449642,831889,1872564,1310196,896531,1538036,776483,1199234,1006599,1140682,614850,415602,1425427,1835691,847717,522131,1954319
49,1228793,1949669,1659401,390684,1967193,445731,1662141,1576842,1255925,938744,775495,1727738,931837,323573,239789,1995579,540609,65369,86479,565544
50,800879,1402140,112794,1174134,1354475,2224772,1542166,1022661,1077679,2163704,1779045,1993276,2105253,848711,1448613,280849,432409,1767986,334451,1979128
51,1721662,2217638,399735,1934862,1089326,2119203,288666,1636212,875218,384594,1260150,1634534,1233371,509909,305461,1160337,829047,1621482,380102,1188202
52,469946,555381,1353511,1444728,5037,1702072,878064,324438,1277893,389306,546503,2082868,639911,677673,2157474,1800860,503940,640058,506924,1492022
53,435282,333095,426414,840916,1844256,1022042,1811032,1692489,279237,554601,390282,802444,2106243,1457397,516687,1283848,118415,942194,466136,1052958
54,400358,1365756,1058562,1462199,1429513,2078149,1102090,396609,360672,1262993,472516,438650,1818654,230090,2199695,2111365,1058053,848612,1591184,2174609
55,1038468,147082,1328118,1653922,1455644,1355681,1743186,698248,577735,1568811,282394,1986095,290010,1110856,531142,2217515,1821869,1924126,1150948,1875715
56,1282704,899179,2079437,1108524,1849650,1272051,216946,2188189,1400017,2096399,1076683,999390,810792,1856901,1833552,1478228,1517343,2154840,1596801,1555296
57,1884381,1573209,1618422,98239,1378784,588784,127784,770698,1509287,517424,37140,2099181,57211,902194,1938902,477332,1391136,1088831,1418489,1753725
58,811092,4139,266229,2161771,55284,1713349,91256,1368014,1915517,1591434,2074390,1179261,1389631,2000415,328556,2160233,877972,1385340,11207,2196040
59,1790980,421386,834676,1508818,1664029,1202764,2007813,1793128,1632783,2109502,1171858,1707735,1181451,732583,1975398,1080576,586552,1182732,137761,510376
60,868945,191118,997269,2132462,2053764,1250876,1904229,979982,789787,1755818,1747526,1028833,109280,1497794,1255881,1277435,749438,2149111,822589,2229005
61,1043336,831536,1483360,2013619,499458,377185,1447717,1985980,1939314,1912993,1193701,778712,702403,342486,1090900,1796179,1123789,840252,361092,1615809
62,2206053,1374962,114880,1559948,1437952,359559,429176,2194292,60809,286159,858529,924787,1633454,1736564,1856992,323199,885577,510672,313317,1257562
63,1873692,412543,996811,654226,1925973,1500956,219771,1931451,1395952,1837119,902274,278312,110915,627880,1585849,944678,2096417,297418,707633,384223
64,1967523,967104,653667,1411828,1938535,212063,1215819,1023924,1801151,1565016,986325,639082,772519,2109088,282115,1781301,423954,1933590,898085,1945387
65,1102728,457825,219031,805357,284671,1229020,1433792,894433,1089422,651876,1338561,307323,2090102,473721,736791,109334,959458,353625,1745614,2228987
66,385984,1349684,1762283,1643250,1445585,1157274,1838068,161916,584821,1263266,597393,1337997,1919971,874910,2055649,1124010,1043094,1882034,2004625,1398953
67,1070956,1015797,195346,601637,1506507,485552,594172,56085,29729,66918,1148679,1968739,1299094,356122,398728,55447,1640425,795626,1403448,96349
68,524810,699140,262679,531130,2122610,962538,235487,339694,948960,1881705,1588210,1665316,890444,484348,369101,848925,20379,652959,240151,1099467
69,1867954,338574,1982545,603352,468475,1886205,1711584,1932794,1328372,1029593,285097,770286,1258914,48775,174530,1253961,112241,596307,797503,506341
70,745308,2210262,993600,1684804,570043,1341236,1568625,2018293,819226,1629220,189820,225747,1815162,90510,1188670,1381941,746686,299046,256888,1539029
71,1262979,311053,818965,404712,1497418,881857,1808252,732862,233513,723423,995425,9492,1901740,1695797,929893,817939,1799025,907338,1826361,921583
72,1163741,632466,1743958,2043760,1201507,993869,220550,2069717,1193300,2164372,1901881,1448933,2239130,486955,1645291,1039877,1887084,1228006,684332,1489403
73,200056,1434633,288262,1525508,855138,1784634,662670,1249294,2077397,2224206,1197453,2159049,112373,1668911,79393,843275,2063770,289589,2053891,1144067
74,731511,375780,288561,50811,1326669,1102451,3256,1218525,891204,1319576,682145,268413,1526553,997471,675357,81756,1421538,1258453,412291,80012
75,2184487,840475,1421555,2032938,1224404,654258,1299073,2176302,2141882,1994081,2091448,1870874,2184876,972833,1585561,751700,469733,297577,1125011,1832377
76,55899,795207,2234286,645435,382580,2140023,1325519,378669,634712,540847,228915,416983,1626743,1916108,1803308,240677,702010,1188729,1583588,1407610
77,1087287,2192555,1913668,520765,1119619,1952655,1380411,1763162,1725879,170794,1727182,1791917,1855763,89024,543745,468224,743745,1554964,817196,685836
78,1851338,925445,1823039,654786,683308,1531822,563103,1571140,271863,1848399,468011,539268,907037,667915,1818831,939459,1312596,540910,1360386,759763
79,1683638,803490,539156,479532,503607,1038805,881482,187385,1789196,1052356,1695194,385755,2148818,307851,76757,49237,90894,1708119,1248341,1183894
80,1130377,1095326,1052776,212810,1786056,1646989,1125228,175908,1607952,298620,353160,947798,499894,1216916,1411006,1278408,1127546,365845,2025653,2059482
81,1031291,718673,125256,1699924,707430,1753863,1092544,2076550,853510,1516031,1166150,1925214,1114601,887584,965566,117744,1997131,1091422,320886,166491
82,1366573,1186008,506993,270804,1828488,651451,1812967,982817,1385645,1049498,1500510,669250,1531269,1902789,1137560,2157016,2167227,898436,1202480,17846
83,1957251,1167686,234974,1284892,643373,369021,1315801,1272818,750240,244070,1789947,2039942,1065505,2067888,1922910,1064754,492915,1456642,2173439,2126069
84,877459,2082554,760185,1443318,128818,744562,524845,2209650,2161992,872234,506901,1215211,1856452,1068471,1175759,1707538,1330229,113498,439039,527139
85,1495889,1400293,722732,1379019,483113,1563731,1593407,1439698,1715795,946897,94382,1283591,1549384,1615772,134878,1790132,1220753,190172,69339,831167
86,1436615,2150235,432360,816679,1025335,1505336,1994157,757597,691552,249120,338793,825461,1140053,1647560,93408,1995489,245505,1084069,466157,409448
87,1605953,1552244,739037,1324777,486753,2046792,518537,970288,371158,1722914,1894120,695727,1403389,2205998,1046986,1929679,1225768,1705136,1236691,522955
88,191564,1755517,387894,1069705,806665,876489,209223,147373,1939261,1670615,882222,1104317,491383,883832,1554761,464992,958024,1664557,2212487,198408
89,1039997,704613,1334365,1654097,84879,1518323,376187,522084,500338,1901997,1166101,596584,2174537,2039169,299813,67748,333316,1475100,725309,1758243
90,138411,1260072,695068,903893,384362,632018,1884691,1655557,2190684,925188,1504955,1308895,1844749,512878,451452,509598,700163,823246,1382907,1886789
91,1255032,445977,892370,1035054,1276964,1366865,263937,126221,1131934,687261,855425,1651041,1480557,2110766,2214053,1924887,653028,311259,2242285,1674448
92,1505150,1938917,792811,1123488,852104,308136,2061549,1325962,923316,645513,1589502,47731,648115,2093851,53027,1229331,2202053,1353243,683550,1723905
93,1414458,278896,716577,2114855,368551,769539,691045,961167,437691,438577,1631509,918945,1821529,366716,731382,544747,1469191,700739,445017,470597
94,106319,195288,387469,701560,357553,2025904,1413364,435093,1262328,2160856,1812466,1631951,580150,341257,1565003,1903170,1308820,2191935,804180,1174116
95,993664,2030602,1257433,417483,1254719,2174915,1337271,1385185,1541396,2238533,1865763,90907,147469,1174875,156715,100908,1085857,1605585,500740,472078
96,1261426,2149084,298952,137207,180375,116740,1428962,2236058,1951974,1270741,1520640,373644,1307186,2018230,157717,1902825,1039206,610807,2192594,806034
97,2043232,565482,1026400,113521,1773515,819624,2033191,60633,1012504,1358403,1441045,1771144,1041594,629882,1085240,648671,1611473,1149255,197728,1602200
98,626062,1412813,1469637,622037,2022650,862112,1282013,740320,1964268,987947,2174213,1100401,1955521,1297809,893006,1917502,157032,865684,821499,834328
99,265724,1619507,836000,752415,1054042,1345470,2162875,2162197,1510755,1150652,1046334,1893417,110357,157596,586067,419574,1657552,1389015,1163670,1490419
100,52421,743198,1838400,2044575,204667,890475,2220466,1488001,1630552,596683,1618866,1921450,1335172,444729,80578,1959208,932359,194500,564678,217797
101,1996408,200993,1268385,926860,962809,690607,2108170,1745943,75548,2050392,484847,2136524,219533,385708,783058,1376858,152287,1221913,1727894,848530
102,1679470,1335203,198649,1789856,407373,1561712,681587,1386053,2161651,541412,1758093,450004,539704,968624,1448938,532093,298996,1273949,397231,1980218
103,253305,105312,41962,652355,763894,2177377,698902,1231774,1814583,1278761,2159246,344732,829037,1876423,332345,86227,704027,1554312,759746,2144691
104,2043244,1049763,1409799,1535249,2011230,1437758,541225,194916,873206,911472,931178,342110,1746182,1985779,1658211,1180914,2198951,1676237,1431341,735822
105,1956224,1072700,1598160,2062912,482506,350348,1042399,374674,1118556,1376146,1497334,986689,535500,817688,1330781,1331366,1603486,1879600,380839,50154
106,984047,598424,1539743,220821,2049600,199980,886231,706986,728302,720874,830475,1051760,418181,1170168,1981466,1519359,1180490,1673328,1884360,247978
107,410558,1239997,1064314,697263,2019459,1146032,1428323,847798,1256139,1610265,620365,1717600,378329,1019339,1958504,2162107,522051,2138613,1373161,1096218
108,125867,107196,778192,558597,1881974,2097550,214537,1600531,1731934,539426,1124989,1001429,1173363,197831,268013,10340,1954224,2242151,257857,626145
109,1486496,396237,954894,1821610,713982,71897,2096379,767962,234362,597909,960394,1777353,626906,1667911,1241310,2146925,2054690,1305573,80726,2085988
110,1924090,674061,696629,1894692,490775,778080,321089,1488928,482152,1970375,49446,182041,849446,1067859,2125541,1808704,1936855,663487,1525149,337301
111,1741914,1527607,84066,156406,1235989,1611834,416150,30045,995720,582893,1775414,1413499,1969921,483999,277026,874833,1732771,2234799,1609289,486055
112,272046,1147546,548734,1174869,1147603,492056,915938,1460470,1746575,130334,1597509,1751839,789737,1425584,873408,186905,979444,325541,1627913,670708
113,878361,67867,246409,170443,2138196,82339,669603,217965,2189763,196783,673765,614481,865364,26921,1489630,1862055,1272878,2213074,427624,996721
114,1708407,307488,1555544,294549,1219644,1268846,1664394,840104,747257,1481767,2029914,1308162,1651432,100564,366068,286700,303445,1530012,741383,1003408
115,477024,2130716,382123,1150694,1289534,1212906,833132,506206,2226808,1610203,1544062,1212994,409104,880800,126961,596836,1300327,341563,1116455,666719
116,509863,1861979,2148771,1613578,112417,710069,1910884,1855443,1808139,1567606,153979,1615861,1482450,584553,2217526,1632956,325701,1399195,304510,647942
117,133509,1448360,235499,1434492,1842379,878452,2161834,41692,502500,1686475,1430294,1906033,327220,748182,680973,1583898,231288,1837311,1774499,298025
118,448344,611365,549847,80818,2025844,2227023,1186885,749273,2042608,45526,327872,2214652,1366660,859678,1334754,1983341,2022303,27003,1474238,87937
119,581350,362994,2012974,1718559,1544181,223228,825380,1916420,206309,357262,714617,2138349,997121,1477911,1534640,1569908,555681,266786,488869,870760
120,300126,1419715,1909655,169830,972124,163973,351167,118406,1148314,2236497,1055706,37218,1618129,95784,1272526,1251598,1112428,1107401,1008555,2011567
121,895165,202284,1792503,79374,1189191,957914,1917993,2198749,188569,1566238,1000749,831167,600380,75123,2088241,1020469,1443549,692812,481627,547745
122,1771944,1435259,1742909,1853646,242210,307447,4144,681536,564974,312589,613162,1026554,11348,389707,929009,1996813,1324469,588878,1301872,1022381
123,2141924,490843,1267739,1565032,2101706,1400139,560608,727207,1094014,385452,1386124,1066756,1103949,683455,479059,1434288,1912473,1058876,110539,605514
124,1771704,1225455,440059,2048045,699327,508562,1558559,791436,1494585,2160071,804987,1078026,1576445,209786,1840344,2146144,1453116,118636,246180,1694492
125,1566829,1440729,1750038,149256,2022466,1676892,1675703,1084593,2218705,892657,655243,2225087,334401,1517155,708862,228005,620368,1625677,799686,660441
126,1863303,1329128,215149,787268,544551,2195960,1420519,904158,1930587,972289,1339622,145033,451267,1085962,614303,361591,1782253,1127723,1961600,1868315
127,1483892,2094655,464525,343744,2138508,1615337,792772,614558,1327756,651993,948330,1123308,1342220,1825700,1972600,931540,1829203,93277,1146968,1150095
128,1999701,1855915,673365,1671735,1972388,717095,1928565,61500,643763,2091476,1457419,431013,686413,1335034,1045604,1947007,12997,1723864,217583,747345
129,301997,1782743,1373690,2050644,1756198,123743,1535694,2023941,1748133,925398,2226015,1029632,2173251,1612014,284173,1962496,235941,381689,2045530,2139876
130,1887104,513100,513334,1549656,758353,1351375,1236500,2006180,1127504,949601,1698755,1027914,290014,1054930,47061,1757933,1106698,1769134,2207569,403561
131,1676592,1794151,2010303,194439,1855636,144221,2152042,2031050,2013179,1481075,2169006,586965,467729,186735,409775,2026726,1100624,1247868,750019,1149893
132,1886442,259556,1270567,2043228,1308888,664803,2113819,506320,1511841,1098423,1211771,2011840,1138618,982101,877566,1540214,2091238,99169,1762473,24714
133,200190,1452985,1954453,54934,782994,506705,2114562,2170623,1030128,1266792,873067,1049566,366657,880547,416806,733929,2164635,1061428,1016719,500399
134,1168935,1490097,508961,165684,234924,509685,1750257,394559,11647,1527112,1360607,1983953,1983374,885001,77724,1326850,2128771,2214574,2219243,1373331
135,1140539,927998,1014854,931294,373496,895155,983515,1763028,1559419,629977,438382,518340,212042,3818,399915,847987,816460,1983875,761320,1123838
136,2029485,802395,534041,1992494,496527,1397468,1844629,2056195,888134,2109202,1555703,319225,1193664,1739186,1065991,1170622,2165829,2192430,1666487,1076747
137,86982,1240556,2012932,928640,1360555,117556,17041,902907,724123,697933,827406,846308,1564393,564931,605830,1744517,909313,1892207,527781,753458
138,910075,518460,1700836,261430,308577,1942609,294479,1917318,1483359,972721,1809469,2095257,2039198,46039,569154,1796658,225484,394603,2113942,2092432
139,843035,1160809,60531,1780638,951827,1920863,67230,1408166,148618,94131,894140,1330025,140831,1604087,1832000,1105355,945328,1780280,354758,95293
140,2239977,817537,549106,1315680,1217527,954930,571300,20251,4971,1130495,978095,1025229,1655289,144926,910076,281880,7110,153911,1594213,1632564
141,1926449,68059,816271,1102424,658330,825124,2079952,1087360,488244,912634,104797,392384,319519,418082,1155630,1350369,323794,1606799,1159402,1006923
142,2036765,2194984,1012466,433355,2085055,510314,1199501,1105658,1922913,1035148,840613,1435911,532912,2159336,1949481,126669,26892,1549838,508252,25361
143,521692,1405225,531503,437628,711513,1497840,666822,1895210,1737768,532429,1343930,2035266,2007252,501201,866036,1540609,382786,1262525,1995337,2009523
144,1142371,297667,161420,956599,189871,1159738,428032,1788763,1019362,1112190,1310112,132622,1316068,2035439,828182,1457328,85268,1111536,115053,810759
145,1070001,165924,1109723,203730,760075,1176664,1141641,823843,573873,1309263,942479,1509428,420221,636547,428246,1850559,221654,1952067,484541,431117
146,289955,101554,955716,1926588,925949,2125125,853511,1667762,1762601,256380,1040612,2093856,783316,1400933,1769484,1053805,951862,2188316,1108745,754669
147,275282,2109156,1696305,999984,1644716,584310,2900,1040089,694397,753803,154404,1959909,237476,1235926,1333422,1882240,1667314,1988860,444775,1679449
148,1674721,1823121,943556,1533687,2209054,1479265,1430983,927,736559,192662,244709,1258807,651342,1530424,297502,1798936,1922649,1190390,757670,1354964
149,98542,580152,2007279,1851033,2183488,549099,618911,393450,1911518,2161151,1563070,1293820,587611,1058352,1979198,1925004,867934,299343,1322030,961751
150,759121,2048870,905986,570032,2207535,1767572,169508,1156894,1400997,985147,1323142,1042281,1141202,1208970,771427,2047432,1491769,1456937,1395186,697454
151,427905,316934,1603863,2019120,390068,489837,1326112,64454,1453199,2036487,1487229,677312,1661651,1813521,554073,1317213,713089,1086904,964404,922611
152,149857,1690287,361965,218564,2241665,552464,1631800,264027,1423664,606086,485103,1992751,1247467,1275659,1537053,1248869,1627197,1609654,1522848,1432643
153,267460,965802,2165844,1982535,964341,1181034,74877,1261566,1108545,768641,2142931,376974,1892942,1344542,2022760,1885099,1264321,922694,1286556,588468
154,583490,2107018,237622,1540760,2183634,46612,978012,2108292,49646,2131430,692288,200872,264999,1769282,1740145,1885244,1561317,1905924,1739509,351371
155,2101885,1020893,424501,847154,1835554,597696,1339301,2147694,106556,884120,116097,503974,2029917,1835968,2052107,2041858,506071,2147244,1583763,1392537
156,2067863,339656,1164312,2013503,1568379,518985,668271,2072802,184821,1852833,1532679,1142966,816158,1428336,1711101,1442098,1646674,1884182,637607,2086312
157,1996447,1849086,1978884,68874,2002640,1059150,2157121,1246917,1198421,2236792,1330796,1287873,2144827,110780,2024131,511761,249062,2103198,1987379,89611
158,245367,189457,215391,1490700,2187457,2001769,192521,748420,1418048,80045,1780002,1008794,1083412,374295,508650,898285,1946947,396575,582262,1436027
159,438480,2112462,931638,375997,186757,1112012,1445984,347968,600958,735405,1063537,838834,650685,1270927,322652,25426,2054425,2120887,1171857,176181
160,76519,575407,1414867,1255075,834304,895586,1537816,1318264,220118,770694,729635,1315673,1871432,960763,1792253,898860,196651,781202,322856,648763
161,746241,1399000,525869,1913945,51912,1302488,584907,109125,1260842,1851281,882793,397365,1273066,1947824,1085890,691462,622374,1475142,2005703,517979
162,2179387,1144273,1138874,1011812,1867613,1278677,1556238,2082153,321906,1769602,1630273,1896381,1243905,1538231,1767600,1163629,377741,8113,799632,1653063
163,628526,1443390,1517819,2117260,1085198,949737,979074,2180803,1171725,1455826,1255496,2180730,1354259,2179613,2194346,1201411,438218,582233,969613,1998252
164,1050098,489499,1120313,1190946,805405,1428908,2047107,2143966,1385666,1903943,1276629,959641,272885,215978,742026,1255694,1000978,1870340,645795,1112180
165,1514439,1294711,1453754,921238,373740,2136257,2187806,405903,1649099,1589644,1965022,554536,1047932,1126970,1921662,1618412,2032466,1417773,2238950,264440
166,276849,318831,463429,2236372,868800,1963164,746503,1930457,97298,840123,1466317,1360023,1205288,160021,1619232,161016,1550585,1917119,1299404,1023189
167,2042767,228000,953473,34371,1726683,444766,1592417,2083842,1597417,44816,2057452,2177423,226488,2034101,2219650,2091529,1962618,1922174,245302,1548788
168,1431376,1018371,1159292,1162686,2142663,1323465,1791933,443188,1751085,1254146,922630,302297,508108,1668000,813941,1554519,1243991,582243,27283,322060
169,732288,253882,693162,215463,86830,412746,827405,1178248,70627,308359,575475,1715351,1188381,1441612,464800,1552368,452061,1063427,764189,1069084
170,534635,695755,267812,1953846,408276,1947752,86088,1701034,782802,1129327,495667,608139,706545,1164466,288508,778408,996620,599824,1637654,1987810
171,446158,471419,1857570,1291575,2146391,1994296,1588062,1866501,967563,215232,623800,1992319,1492131,1618042,1827306,576014,650741,1726365,1048101,1317330
172,992957,2238779,845371,1195571,1472683,2132832,148288,1580040,808721,1953132,1491528,424621,684551,670078,1136876,1113351,1336784,1485250,1319278,46641
173,287507,2173054,927539,929196,1370767,2091513,1946165,1995724,480038,1039772,1372424,335045,11090,1969348,1332748,693842,817242,1379333,1067669,322931
174,1432494,291601,1543607,417843,423779,1890585,1112575,556036,953222,325680,684121,752385,1747975,1965436,1139429,351373,832878,1542804,1315369,754160
175,2122902,551088,1309726,1067882,1652555,650649,1637042,1344855,864283,1823548,1573607,458278,369901,188322,1544851,92998,1086747,1782342,1747588,2125888
176,1631765,1696835,2040587,1482310,747658,611578,543429,451089,1143167,916831,1812943,1238632,2237240,1065321,1145396,570903,1486337,1828096,1620950,1565208
177,2143441,612686,1897793,628591,872409,1635020,1519084,1062149,1209472,2069153,1956129,765925,5604,1188186,956717,1654807,67994,134022,1741610,1237915
178,846792,1750310,1624172,2056022,1446324,271777,2199360,1130635,147217,866260,533148,1530079,1258888,733252,1429708,2108234,1029691,2167470,1994513,1928748
179,772856,806811,2010167,2235622,267232,1747240,1865061,827452,685824,1240890,1625931,1529754,759588,1996338,1993861,287261,1886352,1300009,1337344,1722990
180,2105985,2056822,78414,2222009,883560,1611367,249604,1538720,1733040,892106,1506591,252137,761498,1748389,961340,313218,2203438,204720,1298086,1303831
181,1837890,498742,2142884,802238,1244610,516515,1149275,475071,598167,1242688,771204,1447252,1129577,1008897,1419476,2115433,1545617,1036022,1856079,1127260
182,1508985,535989,792879,696542,1983860,926231,208424,184835,854983,1563695,2175434,1462531,1010078,1198562,847590,689501,1563136,1181865,773367,198970
183,677769,1159891,880873,1133039,798024,1705966,523338,154063,920156,815273,545605,453015,764321,792332,2168703,68713,210409,1115775,890481,37297
184,1414455,1419726,1711636,834928,1962420,1856038,1693567,1889939,1159956,1938497,436597,1599346,298721,382917,2187431,1083605,405060,1964492,728956,956645
185,703345,1947913,1690874,341140,1880147,964681,558596,1095918,1507858,1225127,558536,1377626,19075,1530901,1559491,1782366,1125096,364685,9299,1941394
186,1398406,384472,1063305,1095333,798483,1726076,640149,447910,518535,896249,2070680,1593280,1856314,1311463,899735,1543087,1361753,2211015,2198073,408668
187,468025,1731742,2136620,1660267,1534352,719139,431390,525221,217158,1716860,1754854,276772,461826,344602,104239,1919634,917091,560621,637160,205029
188,86294,657974,1793246,591220,1997287,861992,1612437,1268065,1067290,635503,798788,127988,2004811,2177023,220483,761106,1694279,1250783,1649324,1930822
189,1318732,1771651,1322296,1246332,1999531,1871509,631101,827935,1111745,538346,1685251,959833,1161989,403046,208528,486372,2136801,1414730,1591942,1590705
