,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14
152,1571264,134618,832783,1996599,506843,1464191,447932,1799984,1407045,219033,116088,566531,723282,1924960,1072185
153,398137,1992190,1142970,1313996,437871,631847,1658446,2149432,984593,822578,338187,1978651,788845,765797,1796823
154,595777,1608757,2242490,2026474,1966135,42596,620449,1465199,1184377,34133,1394037,507250,563555,1851390,390960
155,975342,266667,471291,1617602,359411,2149328,743919,677011,1864637,1703304,1598813,1867747,1233036,291158,1068308
156,479985,1630910,2226630,274135,1811383,948899,697892,576215,541759,1031820,1348893,271486,694214,1082837,1956266
157,735104,1018059,1059041,1954201,2228316,1362653,1398114,936164,262337,1547916,387443,1902729,149246,1825900,289178
158,1090982,16134,925933,1515472,1313207,162100,1743260,972664,708851,301980,2095861,2006773,843722,1639906,1548715
159,1759394,742442,2196226,1400080,155782,440597,171450,730469,1655582,137392,483767,774077,740908,2238651,1201236
160,1786994,157314,540451,1362655,1008226,1221992,915389,1345547,1852221,1978102,1309800,923973,743434,1367509,2048584
161,93265,48644,1966739,2043826,1454325,472060,2133879,776537,1648259,889939,1228507,232909,1824050,41892,973325
162,52934,98998,953729,2104874,954978,727600,1667034,1869966,1562935,1655593,2054317,534269,1223176,35355,1104562
163,96561,1754034,384289,1262260,335789,514958,1291127,1009895,299958,11455,1531256,855851,847629,62442,697425
164,691023,1901139,514695,1780812,242780,1262227,548365,2095528,2219082,1036476,168614,640236,834228,2157256,1159991
165,530991,761155,1736348,909008,300487,571391,841556,1345217,93227,1540990,189317,803807,1377436,1999256,2189145
166,516016,1689889,2074163,967404,2006596,2865,964488,1684861,93916,1671126,1071756,1347390,1008297,762000,1415598
167,448205,188180,60524,732271,428626,805388,422564,1377154,524084,1469250,2025493,1157428,2117373,1279044,746744
168,885508,1822699,863339,1462912,1126983,2089954,1923057,44144,71870,30143,1356471,1154521,1065426,345666,1238783
169,1192858,763265,1445505,2201149,164939,2026549,1066241,980096,1603255,1074811,680336,1268892,65511,1165540,219238
170,1796029,2169664,1595029,286840,102879,388356,2184793,780275,1511338,1235007,1708186,177761,1014553,786817,1707490
171,865371,1034316,57731,590669,810417,652631,1609090,2082837,1850337,1947308,216303,705946,335197,553548,1144465
172,1509267,1724536,669640,931082,200035,2207172,977870,2024380,1084865,140087,517383,808981,1008521,902141,1266028
173,782951,405078,787147,1162891,85831,659226,621253,711652,957526,379862,1153366,2095335,1142777,429054,1446875
174,1408041,2184984,1492565,1810057,121965,1112372,61330,827491,1203827,696429,1411312,878839,1936183,726940,659132
175,1386087,1387549,374013,960258,1758704,1829246,925339,2231092,674970,1839304,1975014,1558348,19744,1974401,1846778
176,1084990,1565329,316080,742504,1236968,1200122,365120,829444,565916,1317049,134963,889373,27860,2178854,61165
177,1261812,445091,1831181,1749114,1230422,304411,1034371,741570,1593816,661823,687509,2117457,39104,1442279,884744
178,1953330,62524,1076429,372575,571760,1903642,548678,2014016,775543,81702,475790,1659421,2000237,467136,1022465
179,265140,326473,1608894,1500161,1601116,556658,1759499,628866,818206,1591599,2038448,1426186,921985,1806988,1811344
180,1638384,668889,924826,710168,568089,924114,820162,1571624,498486,1630479,336235,1208230,826535,1866976,1525663
181,58068,2155298,1186756,1251724,1920090,1294346,741060,81556,1952716,318481,2083260,873971,2118792,789389,1581914
182,227801,1825417,1491584,573000,1207834,1734143,847075,575133,1878001,1139556,195639,2125711,1584043,1551342,238036
183,1168130,1106070,239364,1084659,1193909,1585867,227124,128225,1313512,1185325,114511,112709,110296,1221554,1568365
184,203181,1166885,1842525,1048810,44315,322374,1500023,253300,791558,2096113,1554095,605088,329340,1403542,1897530
185,1468746,836368,641965,925752,23214,1983797,1723422,1566931,691185,2242605,1918759,569168,113057,1339429,671822
186,1209501,370001,995031,1538859,616647,879932,357205,133036,1998326,1942171,881369,748897,1126737,2051741,2187290
187,1892305,736598,1916112,1252921,744181,1293449,1309052,1421128,1272986,1146683,2004070,1761888,1252494,2173652,960972
188,1322261,116415,923815,42680,2052275,718216,983810,1511786,383077,87148,2154320,903604,2201000,1650810,580954
189,210722,1986697,1715653,2179161,2052196,1078385,2129715,1870552,1670816,2005070,1968975,10959,169141,866757,196397
190,1208479,276032,966473,1515729,2182496,1121065,235399,215294,2022789,336803,1515301,1874805,2048397,299771,1201773
191,1161691,1426699,1899044,1227797,133591,2188824,2045734,611776,1990945,1090323,1333102,1234787,743915,2080037,1195624
192,882225,2029087,1436780,1495371,486061,1550875,1219585,839084,1422802,1552413,1689259,2163249,180521,1110158,236502
193,493585,1146534,705042,633978,108676,2232569,910218,1024659,2021350,810785,1872664,127193,695333,199863,1084065
194,416406,698046,1275946,1452349,648592,800248,479782,1635802,2088045,2169211,2034642,1523801,1504669,416790,1305336
195,1894302,1691935,1315382,2185769,1571156,975571,1920342,163326,1369546,86986,1649633,485629,1650837,1253961,608466
196,462468,1753834,693414,1830308,1571111,537771,1306570,1202658,1974493,189212,782261,79566,1649126,1034003,1607917
197,2023953,712676,330943,1833439,1582113,1906858,567948,1969466,1383676,628610,1792557,968096,2157487,46569,1243704
198,1367038,1164815,2120170,590016,1270757,1737663,1261450,65792,572440,864788,2117358,1901780,2010410,445846,1730781
199,2209444,1741608,2072875,1641579,1096264,319225,173294,2220092,2081769,1064586,1009061,669184,887961,883301,49897
200,1787720,2197927,1094013,908041,1034600,924170,276852,975041,2125613,1121750,150315,241197,220087,398767,1653190
201,1286101,1668885,733400,1500798,2017145,160408,956266,976776,193247,1111638,1584458,112045,849533,1917812,607033
202,1858763,1239339,307804,1409797,1833275,557388,2023946,153960,134832,969891,2049474,1010019,1596428,1170540,1267662
203,541804,1272461,1703734,1717586,546063,1278804,1406834,518296,1243189,1870862,1539586,1445358,1515268,1797429,1854782
204,500559,1752280,760019,2167796,764333,708332,2022939,1443093,2083574,1760421,161299,1328341,2062676,1443429,1895058
205,694902,494894,1376054,300183,438398,1357645,1161796,1715118,2161078,298904,1838435,1981918,185919,70424,1539906
206,662246,2236646,753816,1371910,45055,455633,224189,81470,761434,1247317,1690328,996730,1542476,38132,148178
207,202419,2166909,2224315,851567,190436,1494564,1344395,2118342,1194997,780793,1160832,275586,161363,2145359,1730820
208,763853,82391,1812133,2215078,921873,2136256,454930,1858524,814103,2054985,1121994,329377,408250,2232541,68073
209,1703953,390843,1247427,1668139,2079709,1089832,1706035,1906014,1267142,1616571,358588,1979364,1552751,624,251942
210,885055,15992,1873559,2169698,123312,247258,251375,2060955,1112226,738331,1720114,2157563,1965093,536042,1306082
211,119672,1847253,703046,2025460,1415982,5557,1628138,2199633,294090,837360,1637355,1418450,2121985,1893872,841495
212,541835,705703,1034699,861990,2017669,684137,1178966,1405698,273066,1158777,422857,1150550,1234375,440185,1000211
213,1496551,1282773,1080268,1984380,1312943,1420390,1314400,135732,412545,2170816,1835187,1754652,774559,1369403,1952823
214,2142565,1884175,851412,679449,2090089,1618618,1461228,308891,1331774,556856,1475541,1449313,1289978,1156014,1382518
215,1458351,547495,2122980,1961705,701147,470765,2120425,940536,55787,614802,2071219,583162,869784,1971907,554424
216,691380,646672,1618629,1552195,1249864,1648687,1138360,595706,1398137,1689127,970961,261442,511141,1455642,1748829
217,1267310,340437,213344,551431,1757126,543421,1318027,81987,1446830,651260,562988,1281593,988142,66620,1392065
218,1787949,79023,813628,1007984,950755,1420351,1399406,1308919,1709895,2063101,25535,791923,612547,834611,1384639
219,677882,797845,480794,678239,480979,1805468,1480320,1744896,571261,1967001,614753,1944334,1983645,1699054,661142
220,1100235,1575197,1329899,878901,554309,165041,1381941,781921,508758,1579700,201316,1822704,2115382,1589805,2019200
221,111378,1573607,1662601,1402116,1863762,1667913,605372,514061,1992798,1393589,378242,793686,1420620,1116795,346600
222,136502,633131,523467,2123144,272799,1682233,9809,1569812,595690,1896244,1188007,1229287,1680380,316579,2066450
223,1543427,1867382,1973071,2069302,128740,724937,1696554,361594,304371,705872,46778,1831820,1345360,465853,1050759
224,2212408,992088,1429639,1268986,1844816,69825,804255,1995991,2170611,38135,219430,1028472,571536,315290,1648053
225,1483930,9052,507898,802814,274683,1204050,1697123,445590,863556,2024653,415602,950397,219246,49599,1510116
226,860382,2176647,1287273,2212401,1620840,2007051,1332319,1992809,634471,691560,372260,1010584,778647,1202655,1595324
227,1666099,910559,164982,781297,1575360,1805900,1584194,1494255,1863914,1699170,1849246,1565343,1972739,915842,807504
228,1327158,1498249,1730665,579720,1693285,1174812,1744078,598674,1360243,844240,1102702,1028703,780886,2100342,1462019
229,469507,1965879,1635643,79976,1440924,843395,1119325,1796318,1789953,86503,1025195,2134728,1461577,1432746,163387
230,1647221,1246934,1340694,1956861,28728,2014687,2224760,1312599,742023,2144262,765949,2118976,644285,1196628,518370
231,1813472,167552,646646,1471978,2197932,115153,1218826,631825,1166640,951500,718131,731118,2229033,1958504,1067245
232,1593877,612419,182599,48456,1917663,1950721,1731226,2035716,273093,270122,2134558,2013899,606870,1567052,15796
233,763665,1801821,1009229,1159267,2141608,1063607,230383,2034759,597531,1829549,1830783,442608,775509,2195021,2133132
234,129825,594240,1313888,1049711,902570,853841,779675,237301,1487517,2233444,755100,1827909,1627610,893897,28340
235,1639281,1421776,889571,1186629,1708487,1239618,1455423,1697516,1919535,520679,595362,1281787,250911,1038048,1088863
236,1723209,1083035,2228265,399450,1094852,303692,2177040,327157,2044713,923088,975420,1622875,59085,430989,2068090
237,430557,1402552,1242874,2027197,433458,1814775,1324035,1840850,6151,1015956,602012,413277,1579461,772789,2124816
238,1986653,1822382,1761621,21862,350736,1134559,790472,1168977,573790,1445006,137818,2208509,1232525,1096630,83044
239,255542,309375,430263,307418,176991,1612593,1734255,1727433,1292165,639336,1992724,1229867,483149,2025000,1273287
240,2188692,334258,1637820,13098,1834939,158747,1502760,595750,170279,78084,963326,93969,1210412,1450123,1034884
241,1631125,498699,1702689,1031728,147499,1800098,1553030,453009,1313341,381647,1860870,16877,1920273,462576,1299720
242,912421,1918546,259359,1069644,795197,169264,560701,1832147,1075596,2169333,1138399,740763,1247634,2064267,1900929
243,675577,1441220,690878,2223285,1735548,889321,1695870,1796252,1482706,1632592,1947085,120905,2126799,1108702,1367676
244,1858175,29315,1119077,1944652,980556,2146478,327915,961772,162549,1672890,2226286,2202,1478212,2164762,1955203
245,213404,419322,805979,1428562,1337466,253713,2157850,125260,373596,1909180,810313,1562239,1960994,2180332,1969716
246,1687845,1207403,731910,1098183,360947,1446659,953350,1112063,1227745,305291,2079271,2094556,1958640,1175005,435187
247,1411534,2072704,90835,469063,1279665,881836,159308,781133,2076530,384538,975325,2108638,462531,1399058,745297
248,446768,1282663,274800,1196611,1559567,1684835,712695,1546673,2082327,172181,711728,1313067,733751,92514,1466025
249,966542,55779,1493800,944676,2193922,925264,1751526,1188836,1277107,220162,388136,1627203,474891,1420649,236742
