,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14
132,456685,21994,59183,99469,213861,133778,524248,1456193,862409,138074,143107,280049,440324,765167,62005
133,904804,1409121,692056,550896,279732,1417006,516567,263464,1235616,183672,56969,1398440,918132,1359497,1284806
134,939329,333559,699601,307418,308633,160510,1466154,966661,569237,1365668,496379,73959,26859,119986,1216540
135,1049349,1214355,291342,848938,1241154,30711,368857,1440131,986970,51065,593881,135754,955879,140983,1250095
136,346870,161343,272770,1450892,1361761,924274,929547,393815,1212716,229625,480235,858653,1173506,890606,198852
137,1468114,285280,1389585,80241,963764,97449,423155,165928,182775,952857,321508,712797,1186858,1123216,1082881
138,1196213,447803,688209,78628,1214542,1271493,683398,497882,688538,691326,615224,785382,535619,347801,55290
139,36968,1360011,14685,855212,375747,241033,1199394,126444,1221166,144221,809995,1429472,184490,114620,402914
140,730152,839243,650610,1353312,1055102,1101496,997999,965145,1380927,1120953,1110737,1392368,629904,731723,692104
141,505278,897395,766809,720582,1222908,1409148,706227,1314859,1412904,347874,758558,77064,257993,196280,77873
142,123029,671633,1056184,253667,335099,1105973,1345811,304992,930662,240653,27521,219290,825586,407304,1228751
143,1410441,102289,1371717,43854,827134,170349,63186,352208,591077,607994,1229431,1449429,976313,1393010,703785
144,615556,1126254,582992,1272536,514083,1034079,500646,205591,487459,187250,159177,555373,1254123,164021,283001
145,1020821,144817,1060596,666777,1343301,322049,450789,838166,822571,878053,438815,644463,608140,489952,68348
146,694867,1309386,935720,1261899,543712,122060,617061,172622,1206138,1089538,68535,91079,242822,698487,69706
147,966564,14149,560760,567930,1390015,1098010,994306,469995,172895,1412006,689462,580821,221426,355248,68085
148,543764,940887,197706,1200150,1114019,538548,312024,150356,579367,290507,1295157,731897,199973,453417,1472172
149,387899,633520,1037530,605105,29517,163785,251870,248191,498986,1231088,1004093,306515,157676,1403074,1004343
150,216067,1382540,1029366,1386837,325658,656035,850247,307456,1129610,1355702,739583,1085188,906092,1320309,173190
151,229070,1430991,1078343,844085,755883,241835,148107,478584,688059,1291703,1233204,558490,1031162,654224,874086
152,685137,1361991,162215,811181,1029470,1031733,384325,514975,404745,422651,491180,1309067,782130,949665,536922
153,201652,710062,821292,441793,587409,304796,983232,1162854,476521,1471949,319236,865955,458893,168209,483790
154,546586,776403,197783,754332,838557,427457,355451,367248,807792,914767,554778,261886,210565,1456850,144016
155,64148,960451,1116191,885977,628606,544913,901072,17769,851365,1452505,997966,823568,141635,202117,592264
156,645772,101298,1186801,684001,1320123,885480,24828,1081956,1092191,1146868,1172857,335752,1308091,537668,1404806
157,641937,763366,1094091,98039,565725,425009,460609,868,561325,586360,277128,738146,16636,1246310,1451325
158,223169,38851,662140,938433,276653,254943,232830,1184847,534776,266853,419893,903223,226656,722740,254915
159,1332337,545226,52559,505011,443854,358532,718671,866994,797063,1425540,1458790,894299,590800,662638,812805
160,594550,330321,211341,487091,783000,601557,1218434,670371,511407,628268,498645,747697,157282,1248337,847088
161,1370107,622991,851329,704780,178176,189943,340226,701972,99925,654074,1127914,676281,748269,457119,1395902
162,1239970,1433524,779970,1068589,1309936,1149039,1058313,1403143,503803,822488,1268689,1022799,1345187,1141888,473662
163,503960,88663,365456,698391,220886,104120,51610,1460105,999187,156593,245845,703835,1297151,1369800,215206
164,296233,1182121,1180739,718232,1428694,103668,1084780,602676,330664,1222219,424733,484606,376562,142438,178857
165,1331883,991898,478624,409993,1372059,236826,676429,877086,1366405,370215,900692,594118,585804,211115,1446708
166,1214927,531888,955312,739461,1392945,1031682,898581,748358,730186,357495,676265,392461,1049588,1384100,1132412
167,1000982,828870,109542,928541,1194181,1166863,1327412,745881,487611,1328392,698132,969918,1238621,1039944,393252
168,801192,977893,849120,1461722,998573,842814,695658,678747,1014417,740782,91444,1416785,879688,254253,709122
169,697640,379655,930806,1142131,768999,151881,162828,1205582,655456,892877,298429,1363578,187131,217724,1025801
170,966741,1346712,1091012,735599,827053,327825,94913,551342,580913,1066217,1092774,38881,653080,682543,692702
171,324214,837936,194103,1304965,20806,275047,290568,1197580,1353035,1443119,343601,733336,1193364,794077,1144657
172,59947,1212710,1035815,542532,1099614,1244789,1106201,1263770,1167370,1094866,399823,643159,995202,551084,1341634
173,133625,724212,585277,1310282,301136,1409978,1468292,212805,877199,1095927,477069,357192,201161,1111590,1353854
174,259736,179068,322733,987204,950754,788773,463591,286402,359426,1306226,82998,635856,843300,484232,1269818
175,372320,1305563,382621,1019896,279063,87207,1333994,1314388,142207,589980,13705,549740,1398142,1399326,1177257
176,1218785,1393963,1221486,32961,1312349,971978,196147,1143428,193955,111349,476855,199167,915679,588379,947436
177,644193,534066,828818,920251,793640,393468,982022,279121,1403765,1248182,918304,672892,924594,656609,1363954
178,789197,59615,1300503,928675,1346178,1062725,81013,540656,710012,311089,326035,1013260,632024,923852,1182043
179,1420289,198059,965983,1303220,731838,727133,711595,1100981,253257,169291,348479,1458041,1390917,774824,242624
180,154376,770261,354848,1004142,88758,311393,464083,1416509,1450173,675490,108971,781425,272793,694317,213690
181,879632,8189,321698,523573,582575,161770,390190,671252,244355,1070383,430140,1246760,563139,423558,915280
182,1357501,204775,955593,575702,1234900,891283,88698,913004,764917,807455,1398141,97255,864572,96778,98198
183,898922,726472,502979,834826,653383,1091129,1284614,1294662,685860,581439,82010,708227,197268,993359,345904
184,335033,838322,526411,1420456,1242767,351555,1092391,171113,393854,1362094,87999,190552,1091086,1020840,717457
185,348528,67142,1309675,991011,268635,84912,60271,1316683,1323447,296609,99475,1359501,31168,91991,836330
186,1393464,275051,10895,1318711,954230,251741,1423128,953205,66363,158161,812727,1419653,253074,774933,315570
187,46366,1145419,453558,1383601,97499,1278335,405743,1278192,627732,1251678,3803,1425722,67754,694977,1323184
188,607121,909195,577722,717757,255555,677591,1119736,1024668,643435,870832,684151,826760,204537,1233315,1244013
189,76642,624923,1354834,705008,1434457,1346545,670304,1405671,520072,611162,1338826,371193,686647,1028152,1052525
190,467961,1415571,160195,619570,109646,171806,206220,1343415,134812,538154,138641,899084,63630,300074,1176820
191,651657,375685,21950,1291698,362928,674035,397973,1055383,845070,126552,154021,555367,1064433,617429,38523
192,482849,417973,1422639,117289,1089909,1135401,323989,1133414,269463,791445,17178,1307176,711553,911538,110954
193,532229,1463616,453962,985807,1153688,387494,232929,164227,453121,533278,938897,1383008,261041,479782,843134
194,670123,400479,1462295,866154,1130321,1194431,585900,602358,1124636,732313,56630,810375,272695,493732,133962
195,660068,832805,801796,616622,284710,497697,689095,1052470,172126,943205,81092,29253,1400221,751339,1342245
196,1364914,1024131,1125119,21662,580179,933444,83902,146163,77971,1140385,1118480,423062,635735,477741,153525
197,1421878,570274,1324050,1046348,801153,992014,233679,1039349,270601,932530,363475,551977,851593,1066501,663651
198,1438761,766818,778048,152806,683685,342008,1339133,1060476,1219105,293700,1157439,1262134,902234,13166,70870
199,1224042,1242470,504430,347211,1300907,534077,755467,1162991,368709,241948,143057,1075572,1068956,381733,807940
200,796695,94088,763417,844666,1018464,1179960,546212,885522,1012790,1154026,1279709,807959,46164,733582,626919
201,16547,303165,994629,777966,1440043,1342545,527927,1310170,193540,448899,276274,764586,374168,162009,1106708
202,342221,413702,1034829,1305471,1427019,660836,627888,740014,842633,244006,559207,446845,1435514,1389756,736392
203,825027,1123885,1426649,620994,1313170,1434845,245504,945686,1010619,929915,1153429,771415,79494,1311244,1104224
204,1108643,655876,1377831,515306,989067,590189,892990,1371677,783301,753142,597812,507812,335936,202929,348680
205,1347275,1164788,236565,1127441,879790,1325304,1096805,473525,1216317,775342,663905,306751,574809,653701,287360
206,1393699,518905,546080,1259621,1054759,494135,953555,493961,808743,1260311,1031833,1421666,69886,3220,574693
207,576634,90531,842929,1446589,1247604,987428,149134,722491,987348,1166336,387598,446969,853919,514130,992758
208,394794,756503,1428255,604953,443496,1359838,165426,7064,954114,316315,448216,1234235,428192,566517,877895
209,791062,927679,1261207,607114,1259913,583437,109880,277865,576722,1316,669188,51896,896258,1347845,249830
210,124899,446047,984006,893360,264567,715322,181732,54821,343922,965152,487049,82138,1346386,843711,1425906
211,630680,1084636,355673,1385821,328352,1111723,1250836,40505,538583,1279570,902252,793420,1298660,1362364,481822
212,561722,277995,1315320,1035397,519211,772781,1353225,11415,508946,634113,1155788,375136,1385774,1364300,900462
213,1063283,956854,166620,371456,769552,67523,1253706,537372,592120,958129,910196,702873,24989,180930,1067950
214,1197591,294574,1043215,1256410,987116,186270,621505,1264457,263050,923586,585708,361023,700188,695241,764675
215,731741,175507,1111487,596629,614907,180621,1268445,653053,135150,388006,743543,376642,26959,1237949,702863
216,943301,71512,1119612,350513,1363226,218606,698769,1330140,524520,492228,701068,683552,1411847,1141224,392388
217,1109110,722651,466993,1468798,243337,1065571,501840,1326371,135406,408249,4124,946504,445064,157088,873314
218,273247,951031,354527,265217,927946,610287,1262618,229117,70180,141125,564322,199863,787412,506402,554703
219,1004448,1084288,1424100,1140320,1178292,739065,1265106,1360937,990428,269617,1342009,736489,546623,351349,374985
220,1310157,403053,75594,703886,204320,1012053,177264,1326670,1328950,1102697,706607,1272666,74682,241035,747488
221,320735,1168408,966886,329324,807163,1455502,505390,1421227,1044047,643177,628556,1077914,1222540,406867,1182170
222,407497,1339165,1037876,119440,541399,840117,349675,1044097,902982,1003467,1349598,1105306,80697,1449937,1107174
223,577882,1059934,815174,396056,511576,803795,885729,103217,816718,509,434082,1251539,1294814,1399570,1032344
224,925385,942307,1033274,265026,896325,327384,226003,823934,664555,790945,1124888,1045478,582235,623879,692034
225,702147,1442868,12092,29584,737660,1088258,1364758,564038,626230,11117,673669,1334809,589483,1300489,682615
226,600413,1179413,1355551,511702,253803,1157794,645356,1277480,927901,1293061,1423815,1135953,923660,369064,1003690
227,1328661,1179067,453088,792370,907325,1305350,1418735,325474,1135091,1174606,941999,1389319,351531,112372,393139
228,1121487,749014,317292,308655,944131,584257,1438732,1433923,1057405,652000,948453,992316,536123,550456,461123
229,1003547,942483,200836,1038911,1377137,1383703,1082120,1201691,1340983,1357984,1213993,1341036,233067,109058,1376448
230,1306518,1391597,918197,23728,897640,902205,571508,533426,386991,550553,404633,269695,1319728,128403,1226398
231,1408591,213302,238043,3683,989928,4408,365237,537899,212192,1179036,1455785,1087646,278014,209953,194749
232,284806,757044,584352,1335670,624958,65450,794332,1067612,1159668,89014,329153,934889,973819,1126047,278691
233,684682,58474,1336389,336025,1410686,387362,1383633,886811,269334,557476,760086,1049443,545875,776113,707281
234,256272,569855,68631,1466157,510113,1143757,208719,281226,834339,962505,27820,100692,7778,651890,220227
235,101845,252958,502420,1172831,608750,1021235,1310233,264266,803825,1231011,73042,196320,1207546,200485,1401974
236,591851,1237743,1259830,1144666,785145,217113,398980,788355,1095421,818407,382512,1440942,1079174,1397329,49507
237,125357,1288535,236323,375807,1463219,352944,1055799,237525,427377,1413529,130080,682220,310556,748111,1107318
238,5997,70563,695980,40780,505460,1006960,677770,857513,828938,417450,674717,814951,1466462,629371,672407
239,892669,1325484,361896,226542,43366,1145076,794311,119190,164817,247671,481834,1005280,996552,95717,1399626
240,1230642,674557,780988,293056,827305,82300,740308,305047,732237,1032260,1155858,1044148,1150638,643662,168033
241,580716,320425,178143,1278319,71945,857859,1424950,334207,852402,123388,37608,127360,524909,1040501,715290
242,434685,1410547,1158682,1168406,967339,1053587,840130,1304190,584265,680113,1397442,367,736227,268824,199085
243,623983,54595,489505,1211484,1087215,640020,132706,846123,279143,1133256,1336945,657187,1200835,136932,1188068
244,819241,407411,1210891,299579,815727,794724,873027,55982,1221273,1011542,256618,46495,1195484,1034326,318017
245,1375660,169071,577464,290726,1426765,498219,276324,439572,1214177,1193288,248919,845254,1069328,168875,735820
246,944878,1421690,124805,1271154,634955,920369,524513,1403177,1263745,1222576,850231,239046,150891,159630,1469086
247,657510,673655,169860,1388986,1180511,860169,1181161,672388,54647,784409,1143967,619404,578075,1238658,306480
248,1128102,18702,829822,1136138,1089113,307974,273663,803191,974684,28234,1328813,206358,25499,1224047,1337009
249,226232,1258122,487724,638396,1346084,99784,816678,137971,991372,829560,1206419,922170,1333761,559294,1208789
250,879133,409915,1334137,1158994,1007940,149662,446592,929323,1348524,1323437,264585,732133,885226,204870,759504
251,149625,126649,137298,957628,152724,187630,485266,940627,1082796,1030897,149829,357593,20357,1401805,1018387
252,588179,253377,1158482,400215,1056702,1432909,183329,1450764,1262270,1293942,548411,1130011,1397960,447971,116744
253,1452462,469407,1455442,997507,304788,823870,387923,10003,1140448,364991,597104,934752,864347,142827,393122
254,1229477,906995,795850,1166552,1260187,707705,891856,1443601,459404,1233521,1110607,321380,1373046,652491,617332
255,896350,920739,1005032,1392623,791090,935442,1385818,84799,529202,1192742,1233211,1323436,407092,402454,584922
256,672640,763710,786186,818762,1085641,1310206,1094887,456412,304073,708080,1116795,1057518,768575,1374105,736490
257,653882,1422864,790331,236690,399234,1248555,651546,1274437,715742,241666,413000,815096,185506,995154,986290
258,18416,499384,1368834,34523,1148695,920682,346966,448853,1281559,1301185,994583,373834,959108,859407,944181
259,282332,705991,1233869,1140893,267523,694341,1173070,35125,694930,233046,707707,601871,633343,179100,607745
260,789006,655722,1092570,292039,1297851,1145451,1297492,432789,1070543,848322,406049,117105,88732,925014,1280672
261,488187,1183557,330650,71884,770392,681948,987262,1226971,88335,1133804,1170518,537452,603175,1030947,1320826
262,932402,833171,74892,504411,1215630,542079,739108,153905,837532,742614,773704,1048933,129982,151018,656370
263,1035271,1004564,428875,451827,8935,695143,1149112,1059094,337380,1411330,1414737,1045414,57742,655418,1342761
264,1450329,831171,474100,311884,243632,814201,153568,438003,1145785,234605,53661,476087,1246517,638100,1385829
265,539463,1124553,645039,855529,562213,671244,284410,1176921,1356998,1244742,1102389,990398,62440,125313,452531
266,271143,861525,523033,1395324,1153845,713740,338174,302256,1468587,1153380,446066,1403224,1192143,1325021,296314
267,623892,730210,1300589,1108030,221170,198021,434475,1252922,1000415,941358,554153,1301667,1071633,1347000,744226
