,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14
22,803576,341042,999709,123485,1429068,147762,1464374,1183422,294980,344317,712234,367897,387297,323037,990032
23,831249,924522,1116442,1335443,230858,1010732,162346,98203,428886,1219368,889243,1094602,311565,348141,1049630
24,557811,550297,537467,835993,1317877,868880,248867,1010826,1008823,1429379,1054084,652979,1202774,693240,672655
25,576134,1325536,1465463,411918,1116590,352479,804425,1251116,257245,801618,476519,163925,656467,1036881,141829
26,1224242,806446,545928,545019,1343167,717551,496962,125636,1055754,278322,1062629,519082,152467,150996,14018
27,981821,612058,1158536,673546,178055,809995,1343492,893129,404893,705180,992167,1272814,477233,1264936,251640
28,33203,592419,1130626,798717,1386812,502575,822061,1353529,792276,59632,1442068,1292527,103084,893582,333558
29,49835,980433,962434,860607,1065489,1108239,1030232,93384,623181,1286613,61857,1376388,211046,184186,33485
30,238676,1470069,1368453,1020792,950671,356543,1443303,340973,1068685,1223678,1361167,889459,1360229,1321638,619842
31,136590,576898,1410001,74289,1162675,170300,260822,200041,1375633,306153,180455,636718,650436,1008979,971503
32,612735,1170035,328617,821213,864653,565706,360598,1131794,229894,31138,467923,296464,790583,1021754,1182005
33,1312403,1425325,201651,1379312,279869,1031263,715778,343366,788878,133608,942989,299890,1112435,456350,914600
34,6297,967258,579204,1147616,963168,595680,1367434,268268,920915,637965,41261,1005878,170572,289077,402939
35,350103,972627,985152,1345106,258871,143880,860837,516561,1428909,1399672,802334,617063,495650,418876,1172996
36,290685,652596,1392259,1381101,845986,669384,1259722,364041,390208,1349331,821117,1203716,674934,232552,1307352
37,534963,505241,715420,961158,597075,1150793,721074,1119898,419156,1375925,25514,323539,767468,1206318,166069
38,1143832,350655,1400217,1179818,84522,1051859,1062486,1137364,645091,127381,1375421,993845,174346,434637,1018907
39,699654,1194020,462370,537513,1436885,825327,610989,692405,761737,158578,730969,1411541,1102343,54993,809451
40,415115,140178,1206286,812678,1308649,431528,816993,1435360,1007304,1319474,95286,842628,920743,27570,797649
41,379043,1020373,711445,1402726,79022,96268,1240443,270755,368310,2037,875937,639499,638751,677796,256545
42,828928,1165105,1274971,232600,1093331,991197,22361,836301,991939,1343522,1095483,1425201,1429039,1066090,323664
43,153864,592173,1032516,4983,433647,475865,1414665,1465631,965023,1446486,418551,1116090,543395,1142429,883351
44,1382288,971820,60274,176674,1342641,1167167,621952,56343,1117951,1104988,1462391,512895,147964,348770,502184
45,349986,218373,727633,44792,772367,832818,1162147,562046,633865,638594,205547,1368123,684627,1300441,376262
46,173760,757256,1057269,859617,1417737,997082,1306437,1301668,1203244,1069922,894548,80339,1012079,852673,764151
47,864830,769593,804853,909114,1150861,1012990,513249,1343173,747125,1021510,1106534,1398659,960075,1073761,462119
48,394029,372862,320363,1012879,24192,1396676,1037413,981109,672812,208506,46333,1212068,924412,779937,1179387
49,871419,311230,185196,492377,70701,686932,1002648,546152,334379,1110739,160013,1145638,982060,426612,1458356
50,333417,844896,702711,803232,828661,1211379,1123581,472759,875737,576767,401892,480570,1169627,296126,463620
51,1417335,1291104,1249907,628762,852011,882932,541904,172459,819263,507922,1076398,1039273,42370,665533,866669
52,65900,548933,985747,439194,1122319,1259400,1274040,498409,1410716,460802,697870,641477,1036337,1293414,493207
53,275819,464026,96481,1150078,310839,1104180,1039506,814839,458898,1025390,1198102,700230,474054,1282205,1387141
54,231510,261923,720424,857676,633564,1343611,1127096,819610,665102,454447,731736,287884,1234030,1391447,101002
55,1055217,999749,369835,450250,1362706,995113,1171744,824447,731248,421563,358864,637604,665664,1334331,210963
56,901612,1103083,186522,203746,565724,1070716,91974,968501,61718,665897,1242893,1053098,798855,886803,376406
57,745827,1094860,1466343,194245,1370099,755135,66397,1429225,638959,329901,1351421,630927,1305550,1129526,629176
58,901475,765161,906612,833694,935279,804684,1133661,831574,1099358,21352,988445,525011,215245,891762,1072240
59,1108027,1279100,522959,1379565,294808,823453,144336,1273755,985173,1126139,448421,1283882,1372622,87295,646530
60,561392,213952,303244,85650,1024539,1071504,852215,33117,835203,1075017,544901,715467,866416,1428006,1413030
61,265266,561763,1200937,1130242,603178,1028383,1410421,522069,144471,359735,40014,558569,1286676,226742,496484
62,1145184,643198,716064,909372,1333024,321545,77024,950323,698958,1186659,330742,671122,1212792,864234,1274650
63,627994,357482,3425,924735,1428142,34383,485603,1145328,31287,1048456,798787,533121,822442,188989,696043
64,642383,1045718,611193,1111113,786546,850380,830795,677610,1325425,1099191,734222,962867,324744,80740,1315114
65,432451,469048,652545,236633,531596,839939,639381,1402415,1095393,623331,82195,49530,550215,763266,454271
66,1079528,604920,1157732,722814,385470,975647,506519,890032,1124686,447128,332480,719046,1190287,1402210,365490
67,801050,1099790,1463176,196167,816506,281082,236210,598052,1156667,161223,868152,81399,1076168,883066,813961
68,36191,888072,1255466,947198,1184149,936991,670223,948677,852077,459509,789021,577875,1401910,1310653,321463
69,28981,1199052,44046,1009809,785143,918622,1210582,841381,332268,1056421,388787,233504,1267142,344535,370611
70,926705,402029,180731,682857,310157,1002355,1225174,578535,1346978,779415,1450317,43397,1042198,904308,661283
71,484936,1170832,288141,817491,521520,88836,244758,1184707,418960,288392,598874,1453249,663428,877816,1303995
72,809717,1468484,1183632,1166027,1292637,454634,1210747,430416,870590,81050,839977,1358098,460934,310413,650764
73,539069,263664,1457520,144498,714665,903634,548120,409825,691990,1261536,759124,1007476,543413,895961,81944
74,440799,1027794,998036,517081,114447,709471,164556,43833,540697,192277,1102553,1357539,386908,820638,291816
75,30481,141564,1161038,14222,383243,741045,949786,948536,821731,270504,1393965,1059997,1237245,445598,721903
76,1314359,872997,948226,123541,508711,1178948,901260,734466,1353956,1238303,278847,128145,1361109,791785,343630
77,1362088,27056,669461,339913,1396642,226488,815637,266268,133702,536313,996366,91084,662776,482388,837980
78,649384,366929,1208574,373628,998458,814714,838591,114973,257842,1085722,1362207,1333264,899097,1436017,941384
79,134997,324403,576390,801540,742509,1434377,286402,564699,1106104,1074742,713840,1310650,1112524,706511,625088
80,1043884,326357,726356,1429563,469349,804796,305214,1232832,25377,1172148,397771,863356,1254355,1166023,365168
81,191961,1433620,516732,131738,1318455,1219396,800322,174376,1137197,1019320,727263,1289044,569908,6961,623109
82,679833,663551,881605,1411464,360113,963617,335444,744553,164407,990356,906123,1079825,1086346,444345,1465339
83,835657,1224765,859987,1336592,618037,137497,872379,1454396,1023057,1455697,380745,775747,843372,759246,656000
84,1184594,557979,205670,299962,1075082,1268942,449336,1051598,194311,421831,658916,1315164,56047,1350439,1215295
85,653930,318409,279199,1040855,1162137,1297441,182648,439654,656042,948809,828155,207525,8441,286353,1083999
86,1242085,88465,910240,386286,556557,892597,1060492,1274493,393222,274082,1417097,625171,684036,158747,608005
87,881412,556269,659100,1278066,1099880,144375,956580,818044,6841,1356194,81764,1467496,1338303,830822,751280
88,224166,218044,714397,850070,804658,589404,15177,1257354,1464087,1346961,372118,404390,958080,947693,678907
89,500024,601035,385916,557810,1294271,10665,1016479,504346,274764,946517,57829,585059,73188,178573,391480
90,792781,406662,408714,1399120,660286,115819,688861,500790,648695,838789,1254357,1101642,777410,254298,94445
91,428496,1149262,1059806,814364,1424691,1191922,487547,1090577,706192,467622,943767,169930,1142816,1324494,183306
92,1122132,229754,972058,1383861,1403835,402642,979708,1108422,354162,848208,1234965,360550,250775,508266,803877
93,23270,171002,518466,286635,826823,143380,858163,378476,1388510,1461424,973971,1398600,431071,347019,1460969
94,312025,379015,618848,640337,541014,1337007,363371,142654,417998,497551,678433,1265671,421287,954326,287275
95,1462457,12719,177604,1137144,1116931,160547,1387303,1289337,1471066,679040,941223,140450,625418,161719,809005
96,390047,908370,1382394,721923,548609,1273361,720354,377916,55464,1417854,1029396,961406,408845,157343,170351
97,740577,1367988,901952,1346675,1247390,1347161,129326,1220108,324166,796546,72802,1446706,1318319,1073070,1090716
98,824660,1124752,1197352,1097742,851459,415451,58148,587859,845276,273939,1241171,299429,156318,133107,1323892
99,99634,1228081,728622,1127043,1022552,844529,16424,812486,1381139,1320635,1419562,18845,442320,528398,1165611
100,952414,1424750,1085097,1450243,1109463,255372,1251513,14889,1286218,1140348,1353445,902661,118953,1045749,296565
101,38131,501990,607324,849883,558146,1393943,105897,756650,1087160,199040,105350,944703,487328,1338582,1080437
102,198350,179970,1067171,1464077,1280826,573184,1465027,1138754,843537,541198,1019680,1435869,1084807,1126181,936800
103,224860,1093432,1149478,256907,1022398,1331549,579309,117416,642174,1420055,337132,1278989,552931,146288,260843
104,470678,966657,399823,1151582,925625,246164,1169236,52029,757632,884303,782518,555497,1449503,460489,971135
105,326545,181701,1205638,488818,215297,216216,51162,1220790,1372391,1310797,1157644,888352,492004,1012191,1191282
106,48992,17205,346480,194885,238697,1184211,1383943,806405,90903,96905,1150399,572395,373360,1158890,354356
107,505808,1379026,863977,1302486,651312,366087,1045375,336917,812690,1056400,1312429,740084,760080,454069,404673
108,334618,1157451,643337,585027,1263319,875686,314368,100104,633858,947184,419659,356745,602471,303853,253277
109,1237879,49770,59885,1373202,2280,1340244,1170873,30871,1465278,443668,567830,509729,1203424,489707,628688
110,1273791,473469,1036722,369857,840386,1278114,468485,16186,973841,1231998,642802,272005,1266313,449237,678933
111,947683,1278011,157286,1112973,620686,1087588,1366752,394218,1220913,1379923,853391,824126,2543,658878,387606
112,999910,7611,544947,1367493,1346029,328173,113588,1025366,1412211,412717,1210807,585328,673708,260292,561591
113,1315290,114816,987121,166320,904727,1266981,1282538,790958,207969,737259,1266103,1015362,1213909,1370765,656790
114,783256,966026,215613,1133561,1082153,963443,934308,473768,82310,1024422,20484,358721,939799,1288100,198475
115,23988,555618,1178247,877946,1027416,455177,100588,8746,302802,1299505,1326188,523387,923567,478081,600585
116,440914,295297,496464,98524,327427,1406592,19558,1467359,588997,1313690,766127,456288,411451,269282,1121577
117,354857,1206222,1403403,886171,881280,235261,930311,971875,336843,81347,465841,497110,623675,346623,500621
118,210572,10331,797740,674694,1310582,728663,1032073,1444408,996680,735806,1151145,752576,496751,1376591,1157908
119,719180,794754,507050,588554,295359,1111743,1313219,513499,1098187,1055739,539998,115145,271712,1208350,1003818
120,513486,83096,453573,1327701,752862,1367702,308666,995918,1115653,358253,661762,302505,1150755,748188,1350115
121,809886,291624,1253339,770077,904676,262779,49949,745555,1153998,66604,1274536,224288,1045232,1422688,439978
122,983987,553707,1305762,1339545,1257747,1383818,515991,366425,15217,183764,1173903,1038901,616854,544014,1162082
123,52595,870127,74426,632068,1093478,449092,1342629,447879,713008,1257070,1050877,1281831,534559,966195,392565
124,534437,50217,261468,92764,1143326,67140,640716,1328134,56689,982672,297869,1082514,939533,1163291,731627
125,70020,502627,1429752,241499,462783,1464997,219812,1064147,557149,1172446,1343152,955674,341075,810540,1408709
126,809002,410307,1160186,177380,1378692,1080008,195088,249679,1466979,813445,1088597,878180,345949,169140,1246008
127,865104,508128,580659,1015589,342970,1083062,548596,489166,839149,763737,904649,1252772,890309,250739,1262275
128,642518,1256758,1385380,555101,8949,1079533,597233,926986,171065,256255,740882,788081,547991,710970,1467220
129,143643,491591,418080,530850,345978,1123090,791178,649473,622363,865276,318525,510215,860617,518207,1077419
130,1211030,113563,2506,251049,642558,72488,455267,1261515,634465,893295,1080394,787115,606076,926756,595538
131,535006,623429,1384830,162703,1415381,688443,593982,171081,1327035,625260,922271,1160795,1090397,1284843,166614
132,901295,293958,803663,684579,1212564,899218,911788,1372787,616530,568357,437586,162836,1384443,70356,1321536
133,545006,529467,1348808,413521,818160,749786,441480,883585,752696,590104,75226,584872,771210,810267,943953
134,792905,1176309,929429,199657,602458,866913,1177990,516176,621556,75965,541404,333274,286023,163390,1146308
135,44510,1267681,1355748,860585,337877,1285774,274773,325653,489417,211718,275617,175756,1194953,634514,212482
136,1128960,676619,134706,138194,781437,223129,448869,1471932,791173,249608,1152236,197081,268347,158237,445833
137,491510,644487,99544,1207202,229268,376117,532601,144974,1311003,458156,210260,785221,1005557,600731,914918
138,329659,1137071,1351903,1037966,1074529,1260850,779804,1129931,756136,480908,498683,251573,1207976,430559,396936
139,560639,536333,1444245,1321384,1146723,708945,234045,640518,52824,1277692,913105,574932,1039030,594923,864503
140,741026,659257,207929,947889,985702,1182033,328545,596671,424534,923333,64347,776560,565793,703467,875738
141,869584,1372229,553814,1115190,1218219,220846,1318600,610640,824403,921569,1134393,399463,498356,680014,1328490
142,270416,796923,416557,1043085,29347,1392910,669766,39025,867370,381787,1413093,131766,1122302,1308403,361547
143,1233066,911155,1228691,1075010,775936,1200466,765755,64847,592260,1398748,1260483,710164,898059,60940,198995
144,593268,544256,1145610,1321455,1074065,136409,1001213,776836,500797,813936,1327918,1282232,675140,3430,1325111
145,156125,1067621,896691,569676,137190,234038,1353688,698508,883421,514231,577397,1155869,705421,244563,352968
146,858061,561841,1050663,436863,1187464,1083433,753927,744684,219555,159187,91088,1361999,846680,1436682,110531
147,1320521,1443609,1012095,1229406,176236,693975,1108086,1384545,505065,1294537,536377,870624,156476,1386871,1302878
148,988086,88786,171802,637368,1264338,58743,1080955,589423,203980,909498,513931,1009802,2497,398273,1126905
149,1070717,192960,344300,1123605,910281,98442,1345938,1389328,642927,1229068,1284602,1263401,373458,680626,264805
150,1193726,966019,1021058,1087843,1406903,392317,792321,438279,1032200,868732,781858,523665,640045,531966,515111
151,728703,1189968,1292565,129435,773928,846415,612555,1068652,883322,61018,409360,1326757,343572,121487,188634
152,925770,334507,716661,1427740,456247,553200,1296141,165920,466011,511025,927253,1046754,876810,1386619,16249
153,687884,469763,91508,1307065,1224057,997314,819115,316591,101877,188869,893732,972662,854701,192171,750879
154,1014419,1111055,611801,565440,719228,603417,132668,804589,723248,289665,832860,969914,863101,636653,651567
155,325918,80883,587318,596150,1432546,850031,790414,1020140,97114,526150,446021,818133,1150501,55747,840290
156,367031,6099,25703,470370,42662,570905,1082446,836285,820347,168480,199487,498781,939698,1346154,873400
157,810794,1171849,110363,530735,709516,802174,660300,787534,513799,406790,791865,176423,18807,430250,397469
158,111973,1418437,1439431,1314901,1002941,881497,1326251,654630,1218437,299917,126886,1117789,1221684,17981,891713
159,278445,235840,681882,227232,79889,690932,1248301,1082613,1439641,426565,667030,1041638,324453,956314,905253
160,1171255,175629,1154490,952734,421675,703701,320937,1301839,652125,1069313,655279,1151884,1027435,491699,1466393
161,293343,191464,614744,435483,491598,195963,651001,288352,530676,257901,775009,1144483,148048,1004201,115037
162,750194,312143,470123,618856,518144,817182,796055,907018,299058,808248,149227,1393761,1047032,194094,465899
163,1278890,714238,1375761,1331165,206236,823232,1406361,561326,1469135,970832,551620,333316,1159086,725663,936780
164,476053,193072,585843,587157,1207297,237744,675165,274740,501091,67068,425152,706114,605424,821136,898721
165,975028,773552,685689,1313734,1137082,138536,760936,893132,1361598,70619,612642,263335,70215,1354949,1076472
166,1457124,1370910,579870,213385,1416252,560426,77720,229330,1423667,31197,386095,31218,137397,1452707,210907
167,361213,806303,336569,143516,1315500,928907,952569,1385534,596002,1165026,1406668,109875,949687,74459,106568
168,845756,1053960,54635,1108427,795568,971212,241916,453702,661396,610598,1408938,1014388,1271816,1320528,1244545
169,283343,511638,1130692,944041,865754,159474,1004395,664828,815789,1462420,1099393,1310926,1251616,1421477,1310954
170,1300622,1224156,1021336,1273808,1196254,656974,905072,992790,1471388,920494,1112,241411,1197801,850748,144831
171,221856,275465,319820,1085634,1027293,606576,428798,52671,569187,1068726,397996,75070,615798,1468871,410735
172,500678,748817,792135,1318646,148141,457592,1259488,441303,1438500,1103516,837752,1278684,302697,44359,318694
173,180924,317433,1227692,1001692,324219,988965,174959,187150,926746,134481,197879,1073321,1079602,419076,448003
174,719742,479544,634489,116957,897109,351919,563870,1128491,1047869,705160,626675,1356106,381809,31568,479082
175,1236604,1071205,1450269,1075532,378371,872124,789680,1054515,133493,727762,845101,989886,1454474,1017391,531329
176,750977,65491,584543,556475,1079877,549522,415971,1347382,303827,1043107,1025255,252458,806507,155825,468505
177,1059229,743538,375468,1005016,1371960,778749,755082,1004655,53915,310671,1218376,1384198,1431636,574142,585871
178,1409791,680995,772969,499443,943807,615487,1021783,1271187,647258,1083441,1236066,895256,1054878,1236029,648915
179,336749,926158,1301253,1058605,866102,1310731,1436577,1158704,727869,1441177,493011,89626,123655,626636,482626
180,502553,1099472,1084895,1030807,826596,1410615,435623,1248940,1167506,1322282,1462809,413948,980926,1156573,943809
181,98745,1355953,143230,366798,68017,417030,1394417,1387003,579895,1275151,1147900,1324616,62649,263677,1376783
182,1126726,820892,1264904,534315,1015517,801670,319503,897556,496817,1099276,775916,1021945,1205620,73360,796971
183,197172,846576,1432135,317855,464979,1201038,1122011,693015,780290,214886,1037785,480196,1173950,800644,1275454
184,427921,698375,576457,780873,1397267,33263,861114,406064,285114,1070127,1298922,509208,792359,705218,1177011
185,830116,793843,1074511,956901,366714,61853,1396594,1187596,569956,1300637,910524,267851,1179000,246682,831907
186,1151238,694138,1408831,785961,470895,723609,475642,320304,773574,126948,959799,587071,613226,849668,945240
187,869030,1454146,468273,613389,929154,738092,1121001,1332471,1416195,547514,702843,194562,1367397,756441,38143
188,1090291,787904,625340,248526,637143,872202,495428,723010,85306,738392,1001941,1237251,310226,1129849,1279302
189,987682,138248,1368339,1191535,928790,55481,572494,1174439,417358,1113463,619579,792682,61405,564277,475398
190,505275,744786,607323,488204,249467,321585,1316545,152122,370067,222155,574938,1315977,788764,231711,462185
191,568944,86978,239944,356536,1112594,322930,516572,400452,287087,230378,461508,821837,218643,1330081,548401
192,1041412,1427233,351427,366507,81781,1392777,984591,629021,334245,1090549,813031,1422039,882602,399635,989999
193,1241495,922177,478714,587347,1216182,541460,270141,903147,640422,330863,487914,825842,1279004,1148736,1002024
194,1304299,133176,1003538,379565,1269204,611221,903965,796508,432327,990272,570519,1273924,1412072,1384316,958078
195,139527,954191,1022781,248001,909447,967818,608358,839398,1097930,1354783,55169,916221,44885,18984,1458414
196,266961,1438304,894098,159597,1009166,1367482,278080,913777,963130,1191990,131101,890931,779745,398150,539780
197,704354,1007012,1409205,1070017,401990,633780,190623,370080,1366086,857879,155170,1283910,150073,988935,932712
198,1351168,1370363,1257852,852265,1187922,689402,1265977,321579,830898,1120636,60180,823742,1468589,621698,243138
199,1223359,289758,1179678,928629,1406635,137197,168032,1007337,1042334,888879,775251,330014,348943,985608,474690
200,1240574,491368,225261,410698,867526,1241649,1340131,306327,258242,190397,149024,379860,291932,574579,742525
201,1619,901981,179197,1392341,143084,453692,115323,574682,1449384,300009,1451865,510357,1406362,503495,1415301
202,1011950,1066673,274003,172603,452106,567344,1245903,515653,100628,343864,235468,983758,540115,1215010,90785
203,68143,59502,1303867,1193380,1105775,1236687,811657,242450,433951,399453,163611,835614,860185,1247573,1458152
204,773184,707563,994330,1245554,1307397,1391666,591753,264770,562943,747910,415949,1160329,600301,217564,474383
205,292104,1029232,434808,1395208,1191173,614008,1387607,504548,902899,125969,486803,1390232,1033932,1010374,309642
206,423713,299823,520135,1002378,538735,1195366,521200,1465013,1288736,1459223,831943,307637,560139,158069,474425
207,471183,109536,545893,1366238,89526,946839,747709,137666,1389890,1242208,1470889,365106,540098,859134,49208
208,965688,990410,51780,1009128,200406,1073004,1079028,572860,965406,879398,101571,1049666,1284438,176116,108150
209,614946,439500,223468,696740,956561,683679,433416,637612,358519,1072270,386640,555661,345681,133774,254304
210,231227,981633,129608,12377,891333,833234,1032253,827578,1293253,1219369,1220730,1007519,914264,370045,812629
211,1361783,208587,823448,1146733,832710,1426415,745751,1459782,149356,844305,1209394,876819,171932,303832,290376
212,660204,560909,986567,1018509,277637,824276,395624,344558,87478,257761,339191,1173347,213231,533068,364919
213,1337124,564591,605791,1376668,649016,711691,106417,649859,72343,1263330,1395526,919198,1111779,1311426,506271
214,336662,531535,755239,608526,1075576,435980,72952,45201,910594,321860,623501,229362,688370,760189,1090583
215,213889,787304,1111213,79230,749972,418437,101190,348388,519976,1367425,622146,436748,424619,547758,1442586
216,103115,36041,27179,174872,130306,243559,1029005,1394888,600786,15289,1144663,993904,412351,2505,924748
217,946290,1435366,682311,437838,106748,448505,1087550,1148252,546101,672742,448051,1225058,151361,923100,1401389
218,212473,1353181,1373314,1253726,1110775,404760,1144134,1101191,835086,815718,491427,287405,756731,381361,373129
219,157202,1187483,657301,1009229,185628,1161517,1462331,752279,435863,977366,1394914,497414,905837,1002602,576549
220,1460738,455825,236829,592599,984749,846629,1041361,110792,1190999,982769,522409,580353,440097,725836,59678
221,1292665,861363,1360640,713873,1118947,1443157,814853,1129397,913539,758300,545157,1062152,1379251,778102,176432
222,734956,993472,709725,807418,1300136,929535,527120,38468,638579,1108762,14168,1467794,10690,340529,1412499
223,991232,1361773,1240890,590587,900277,17732,1127004,627897,779370,1338799,1133539,954792,1372937,690266,1423889
224,1304262,1177583,143529,398197,4239,172112,854980,992920,405160,1348829,971932,156104,7424,343998,811616
225,1213703,1317452,1022181,492592,1282343,527254,1262809,1111646,1051735,830842,1089417,806220,790216,1415949,1438941
226,440208,269274,1223528,1176183,1308165,312055,1396964,105201,470007,181313,134869,663739,1021443,462615,702056
227,871481,1439260,804383,904829,138344,881213,1151567,302967,1354922,113439,3065,197969,656052,1100177,902768
228,1464912,231462,423266,780049,368733,1240675,1212427,182932,1043951,1378670,1194256,141853,1444093,1413232,1245639
229,262341,109109,468975,1416827,772980,1444252,608913,1104207,641244,879504,722395,565964,1305608,377418,709602
230,1409316,77670,2963,377877,541998,1198369,8462,343608,1319414,532501,60735,1019484,1055982,741861,1068638
231,913180,211317,1114193,725615,661098,87866,633126,737417,121764,1121463,1416919,1269062,1006206,1157426,1209941
232,1469102,158220,805713,1254434,1404596,693974,230562,1029579,972336,1282161,1452245,423857,35374,1042719,552652
233,1450189,1454125,309667,481254,1402660,1062750,858242,1140984,417793,1284536,1268640,62515,1456506,661559,170545
234,1176381,1247002,164867,851281,301038,706202,94819,982648,1449033,1108102,1142410,826120,897812,696276,1436218
235,166779,433513,501066,896442,276786,1447779,42171,195005,201522,620839,787271,1327419,1334525,400174,774016
236,599645,237609,1079373,34446,1116760,1091505,817985,376590,60024,754840,792279,582436,574290,999452,1055716
237,237389,339042,596896,1370244,29296,656172,489968,35825,942210,254399,776721,452639,622448,996554,197717
238,228832,354447,885670,89713,1215215,973024,627490,741178,1104727,306784,547858,469669,993494,1187093,548136
239,7464,96843,377280,832833,333752,582429,197643,434163,501024,775087,1257720,1455900,865978,536783,1402771
240,1070544,1446065,267498,982324,480217,713446,106035,567917,48985,301308,278787,624225,735039,1289661,1013452
241,1374385,903093,524582,877703,134961,1163135,12064,494619,342580,246955,721708,795076,1175795,111310,1262916
242,294696,1460273,1405080,161678,1394908,1202024,775891,361237,914088,1171475,971425,328433,229371,961363,416006
243,1185284,1363687,1129979,1454239,1092902,354009,763409,1186567,443906,1201078,561172,566214,675959,944170,526361
244,1053646,263255,412017,780686,1074970,1096345,594787,1323642,1003240,690904,585110,839738,261767,782192,1166957
245,1234510,1403841,528267,969375,504313,1431215,84961,651574,162711,560763,892148,1203242,83732,1229836,422643
246,989163,1064471,485823,520748,802112,908731,1437354,1304769,1220902,1130989,1389447,11801,1241856,113467,578718
247,1393951,745622,1391690,965482,1171926,272228,818157,1004069,22283,1021348,1049827,1287528,479238,147791,1025411
248,498543,722519,136351,86130,1359018,1220637,37154,852749,538939,590308,1451964,69676,747469,896097,544748
249,39976,977249,351112,903382,1228741,1270063,725461,1437002,382291,1148407,886921,59181,860017,367627,965167
250,1260308,1308245,1207784,551305,1024247,457484,653388,881655,881717,915730,745571,1254961,1234619,16365,511850
251,1156230,540185,935825,860069,1158470,330048,1287031,363476,340410,830098,776529,1005155,209017,655029,613077
252,541314,519791,359057,1329927,1271847,1343440,208977,1462227,581740,347259,399264,1423579,786913,447700,870853
253,1065405,1320594,1300795,887822,819409,1166535,825954,1455306,1455109,1458394,1170922,116826,32995,204317,1241386
254,727919,998690,791295,833054,495137,42496,1421059,156224,1026899,1436464,1352632,646684,903844,414039,1177203
255,835886,1237795,167260,1221242,537801,1257043,716511,138065,965381,1129012,1398615,1090501,1345960,1301932,1197398
256,650583,633628,624150,747529,744895,1136489,285310,1303734,1051295,464086,62025,619242,843821,69231,627711
257,1311230,156564,133589,12455,640783,465741,855633,1130249,606441,444288,69441,1045630,1143704,383873,683484
258,390965,537653,853418,1222312,2870,1054415,805515,1369407,233511,1242057,1413958,607904,110234,39506,1312847
259,372032,83089,1351649,317807,1387453,110023,1451544,283724,505472,1337249,1245688,64672,1402704,580017,1427616
260,513713,37529,60541,1000490,361592,289545,144228,895012,98393,922935,249214,1338121,1099710,694213,1353590
261,1058015,300188,488870,478966,348808,1303962,1203658,170372,602665,21298,394769,1057245,1054090,671410,104802
262,1413182,833021,754697,310937,289891,1341751,100055,367451,162275,579549,718830,310609,1469575,95422,958644
263,1331071,913158,24276,1352447,715207,411858,639256,334712,86405,1247592,1134039,1273864,649240,733305,560135
264,746152,462750,780391,1464962,99258,192155,821477,224064,384512,687921,654585,6951,429231,979641,264143
265,115900,443222,377109,1405205,977763,1302817,851259,780489,869372,727030,577357,163038,340447,500393,1244456
266,1184398,122310,1200279,535929,868812,359277,1434778,1446371,20652,579256,646847,135579,723852,603613,1193897
